iteration,train_loss,train_perplexity
1,46.443651,485165195.409790
50,40.825985,485165195.409790
100,32.794263,485165195.409790
150,29.567552,485165195.409790
200,27.518185,485165195.409790
250,26.032669,485165195.409790
300,25.121483,485165195.409790
350,24.501206,485165195.409790
400,23.999667,485165195.409790
450,23.603641,485165195.409790
500,23.257319,485165195.409790
