iteration,train_loss,train_accuracy
50,0.6943,0.4888
100,0.6941,0.4913
150,0.6916,0.5160
200,0.6704,0.5536
250,0.6147,0.6116
300,0.5703,0.6526
350,0.5355,0.6831
400,0.5098,0.7057
450,0.4893,0.7233
500,0.4707,0.7383
550,0.4546,0.7509
600,0.4406,0.7617
650,0.4280,0.7716
700,0.4176,0.7795
750,0.4081,0.7872
800,0.3986,0.7934
850,0.3903,0.7998
900,0.3835,0.8049
950,0.3762,0.8101
1000,0.3707,0.8143
1050,0.3658,0.8182
1100,0.3604,0.8220
1150,0.3559,0.8249
1200,0.3516,0.8279
1250,0.3480,0.8307
1300,0.3434,0.8336
1350,0.3398,0.8366
1400,0.3378,0.8382
1450,0.3347,0.8406
1500,0.3314,0.8427
1550,0.3287,0.8447
1600,0.3267,0.8461
1650,0.3243,0.8477
1700,0.3212,0.8496
1750,0.3199,0.8508
1800,0.3180,0.8521
1850,0.3166,0.8532
1900,0.3150,0.8545
1950,0.3135,0.8553
2000,0.3115,0.8567
2050,0.3092,0.8580
2100,0.3076,0.8591
2150,0.2123,0.9171
2200,0.2014,0.9202
2250,0.1982,0.9206
2300,0.1958,0.9220
2350,0.2042,0.9177
2400,0.2050,0.9182
2450,0.2085,0.9170
2500,0.2079,0.9167
2550,0.2109,0.9156
2600,0.2120,0.9158
2650,0.2100,0.9166
2700,0.2100,0.9168
2750,0.2115,0.9164
2800,0.2118,0.9164
2850,0.2111,0.9167
2900,0.2109,0.9170
2950,0.2112,0.9166
3000,0.2122,0.9164
3050,0.2116,0.9168
3100,0.2122,0.9165
3150,0.2128,0.9165
3200,0.2118,0.9170
3250,0.2125,0.9166
3300,0.2127,0.9164
3350,0.2127,0.9165
3400,0.2121,0.9169
3450,0.2123,0.9170
3500,0.2127,0.9170
3550,0.2129,0.9172
3600,0.2132,0.9170
3650,0.2139,0.9168
3700,0.2139,0.9167
3750,0.2144,0.9165
3800,0.2145,0.9165
3850,0.2151,0.9162
3900,0.2151,0.9163
3950,0.2146,0.9164
4000,0.2152,0.9159
4050,0.2157,0.9157
4100,0.2155,0.9158
4150,0.2157,0.9158
4200,0.2157,0.9159
4250,0.1765,0.9368
4300,0.1714,0.9368
4350,0.1654,0.9371
4400,0.1743,0.9336
4450,0.1757,0.9329
4500,0.1738,0.9345
4550,0.1729,0.9351
4600,0.1756,0.9338
4650,0.1784,0.9327
4700,0.1792,0.9322
4750,0.1808,0.9317
4800,0.1811,0.9315
4850,0.1829,0.9310
4900,0.1830,0.9310
4950,0.1839,0.9304
5000,0.1847,0.9302
5050,0.1852,0.9303
5100,0.1850,0.9303
5150,0.1864,0.9296
5200,0.1880,0.9290
5250,0.1884,0.9287
5300,0.1898,0.9279
5350,0.1907,0.9275
5400,0.1920,0.9265
5450,0.1924,0.9263
5500,0.1928,0.9262
5550,0.1936,0.9259
5600,0.1943,0.9258
5650,0.1956,0.9253
5700,0.1967,0.9247
5750,0.1973,0.9243
5800,0.1972,0.9241
5850,0.1980,0.9239
5900,0.1979,0.9240
5950,0.1985,0.9237
6000,0.1990,0.9234
6050,0.1991,0.9234
6100,0.1994,0.9233
6150,0.1997,0.9231
6200,0.2000,0.9230
6250,0.1997,0.9231
6300,0.2000,0.9228
6350,0.1843,0.9285
6400,0.1705,0.9361
6450,0.1801,0.9316
6500,0.1814,0.9309
6550,0.1820,0.9301
6600,0.1841,0.9289
6650,0.1831,0.9282
6700,0.1846,0.9274
6750,0.1869,0.9264
6800,0.1887,0.9262
6850,0.1899,0.9258
6900,0.1883,0.9267
6950,0.1883,0.9269
7000,0.1893,0.9266
7050,0.1903,0.9262
7100,0.1910,0.9256
7150,0.1919,0.9253
7200,0.1919,0.9253
7250,0.1920,0.9252
7300,0.1917,0.9254
7350,0.1920,0.9253
7400,0.1919,0.9254
7450,0.1914,0.9259
7500,0.1910,0.9260
7550,0.1909,0.9259
7600,0.1913,0.9259
7650,0.1910,0.9261
7700,0.1910,0.9263
7750,0.1912,0.9262
7800,0.1914,0.9264
7850,0.1915,0.9265
7900,0.1921,0.9262
7950,0.1920,0.9261
8000,0.1928,0.9257
8050,0.1931,0.9255
8100,0.1931,0.9256
8150,0.1938,0.9253
8200,0.1941,0.9253
8250,0.1938,0.9255
8300,0.1938,0.9254
8350,0.1944,0.9251
8400,0.1944,0.9252
8450,0.1830,0.9357
8500,0.1835,0.9308
8550,0.1863,0.9284
8600,0.1833,0.9280
8650,0.1814,0.9306
8700,0.1803,0.9319
8750,0.1802,0.9312
8800,0.1782,0.9321
8850,0.1785,0.9318
8900,0.1769,0.9322
8950,0.1760,0.9326
9000,0.1752,0.9331
9050,0.1754,0.9324
9100,0.1744,0.9337
9150,0.1741,0.9343
9200,0.1730,0.9348
9250,0.1729,0.9348
9300,0.1732,0.9348
9350,0.1736,0.9347
9400,0.1735,0.9347
9450,0.1735,0.9347
9500,0.1741,0.9342
9550,0.1742,0.9340
9600,0.1744,0.9338
9650,0.1748,0.9336
9700,0.1746,0.9338
9750,0.1750,0.9336
9800,0.1748,0.9337
9850,0.1750,0.9334
9900,0.1749,0.9335
9950,0.1752,0.9334
10000,0.1751,0.9336
10050,0.1757,0.9332
10100,0.1755,0.9335
10150,0.1760,0.9333
10200,0.1766,0.9331
10250,0.1762,0.9333
10300,0.1762,0.9332
10350,0.1765,0.9331
10400,0.1765,0.9330
10450,0.1763,0.9330
10500,0.1760,0.9331
10550,0.1615,0.9427
10600,0.1611,0.9379
10650,0.1557,0.9404
10700,0.1523,0.9415
10750,0.1518,0.9416
10800,0.1528,0.9412
10850,0.1520,0.9420
10900,0.1521,0.9422
10950,0.1540,0.9416
11000,0.1515,0.9426
11050,0.1527,0.9423
11100,0.1540,0.9420
11150,0.1526,0.9426
11200,0.1531,0.9425
11250,0.1520,0.9428
11300,0.1529,0.9429
11350,0.1537,0.9425
11400,0.1536,0.9423
11450,0.1533,0.9423
11500,0.1524,0.9427
11550,0.1531,0.9426
11600,0.1527,0.9427
11650,0.1539,0.9422
11700,0.1544,0.9421
11750,0.1539,0.9424
11800,0.1541,0.9422
11850,0.1537,0.9423
11900,0.1542,0.9421
11950,0.1548,0.9417
12000,0.1540,0.9420
12050,0.1540,0.9421
12100,0.1546,0.9420
12150,0.1542,0.9422
12200,0.1551,0.9419
12250,0.1556,0.9416
12300,0.1560,0.9413
12350,0.1559,0.9415
12400,0.1560,0.9413
12450,0.1560,0.9414
12500,0.1561,0.9413
12550,0.1564,0.9411
12600,0.1565,0.9412
12650,0.1605,0.9423
12700,0.1423,0.9441
12750,0.1404,0.9477
12800,0.1385,0.9489
12850,0.1363,0.9502
12900,0.1334,0.9507
12950,0.1352,0.9502
13000,0.1340,0.9505
13050,0.1338,0.9503
13100,0.1342,0.9498
13150,0.1331,0.9507
13200,0.1330,0.9510
13250,0.1328,0.9511
13300,0.1319,0.9515
13350,0.1313,0.9518
13400,0.1338,0.9503
13450,0.1334,0.9507
13500,0.1326,0.9512
13550,0.1323,0.9514
13600,0.1332,0.9512
13650,0.1336,0.9512
13700,0.1335,0.9514
13750,0.1337,0.9513
13800,0.1337,0.9514
13850,0.1333,0.9516
13900,0.1334,0.9516
13950,0.1330,0.9516
14000,0.1327,0.9519
14050,0.1325,0.9520
14100,0.1329,0.9519
14150,0.1331,0.9518
14200,0.1332,0.9517
14250,0.1333,0.9517
14300,0.1326,0.9519
14350,0.1326,0.9518
14400,0.1326,0.9518
14450,0.1328,0.9517
14500,0.1328,0.9519
14550,0.1330,0.9518
14600,0.1331,0.9517
14650,0.1332,0.9516
14700,0.1329,0.9516
14750,0.1221,0.9602
14800,0.1026,0.9679
14850,0.1020,0.9667
14900,0.1129,0.9615
14950,0.1154,0.9606
15000,0.1149,0.9602
15050,0.1128,0.9608
15100,0.1134,0.9608
15150,0.1140,0.9605
15200,0.1132,0.9611
15250,0.1152,0.9599
15300,0.1144,0.9599
15350,0.1136,0.9606
15400,0.1138,0.9603
15450,0.1142,0.9599
15500,0.1157,0.9597
15550,0.1163,0.9593
15600,0.1166,0.9591
15650,0.1161,0.9593
15700,0.1156,0.9597
15750,0.1157,0.9592
15800,0.1159,0.9593
15850,0.1158,0.9594
15900,0.1167,0.9592
15950,0.1159,0.9596
16000,0.1161,0.9594
16050,0.1162,0.9596
16100,0.1163,0.9597
16150,0.1169,0.9595
16200,0.1167,0.9595
16250,0.1167,0.9596
16300,0.1170,0.9594
16350,0.1169,0.9595
16400,0.1170,0.9594
16450,0.1165,0.9595
16500,0.1166,0.9593
16550,0.1162,0.9596
16600,0.1158,0.9598
16650,0.1156,0.9599
16700,0.1153,0.9600
16750,0.1151,0.9600
16800,0.1146,0.9602
