iteration,train_loss,train_accuracy
50,0.6856,0.5756
100,0.6869,0.5628
150,0.6869,0.5606
200,0.6862,0.5594
250,0.6823,0.5673
300,0.6614,0.6031
350,0.6258,0.6360
400,0.5941,0.6634
450,0.5651,0.6867
500,0.5409,0.7055
550,0.5200,0.7209
600,0.5034,0.7337
650,0.4861,0.7458
700,0.4725,0.7557
750,0.4607,0.7639
800,0.4500,0.7714
850,0.4408,0.7772
900,0.4309,0.7843
950,0.4235,0.7892
1000,0.4158,0.7943
1050,0.4084,0.7992
1100,0.4020,0.8037
1150,0.3969,0.8074
1200,0.3912,0.8108
1250,0.3855,0.8145
1300,0.3809,0.8175
1350,0.3769,0.8203
1400,0.3719,0.8236
1450,0.3677,0.8263
1500,0.3633,0.8290
1550,0.3593,0.8315
1600,0.3553,0.8341
1650,0.3517,0.8363
1700,0.3483,0.8384
1750,0.3451,0.8404
1800,0.3426,0.8421
1850,0.3397,0.8438
1900,0.3369,0.8456
1950,0.3341,0.8474
2000,0.3313,0.8490
2050,0.3289,0.8506
2100,0.3263,0.8522
2150,0.1804,0.9280
2200,0.1851,0.9287
2250,0.1777,0.9326
2300,0.1875,0.9271
2350,0.1904,0.9272
2400,0.1940,0.9270
2450,0.1933,0.9282
2500,0.1944,0.9275
2550,0.1939,0.9275
2600,0.1924,0.9282
2650,0.1908,0.9293
2700,0.1899,0.9293
2750,0.1894,0.9296
2800,0.1879,0.9301
2850,0.1894,0.9296
2900,0.1897,0.9299
2950,0.1888,0.9304
3000,0.1886,0.9303
3050,0.1891,0.9300
3100,0.1883,0.9306
3150,0.1882,0.9307
3200,0.1890,0.9304
3250,0.1881,0.9307
3300,0.1874,0.9313
3350,0.1867,0.9318
3400,0.1864,0.9317
3450,0.1862,0.9319
3500,0.1855,0.9323
3550,0.1844,0.9329
3600,0.1841,0.9330
3650,0.1842,0.9329
3700,0.1837,0.9332
3750,0.1833,0.9334
3800,0.1828,0.9336
3850,0.1827,0.9336
3900,0.1823,0.9338
3950,0.1816,0.9341
4000,0.1815,0.9341
4050,0.1811,0.9343
4100,0.1810,0.9343
4150,0.1809,0.9343
4200,0.1804,0.9344
4250,0.1386,0.9598
4300,0.1386,0.9586
4350,0.1372,0.9551
4400,0.1376,0.9554
4450,0.1368,0.9564
4500,0.1376,0.9552
4550,0.1375,0.9550
4600,0.1366,0.9558
4650,0.1356,0.9553
4700,0.1362,0.9553
4750,0.1374,0.9547
4800,0.1373,0.9547
4850,0.1372,0.9549
4900,0.1353,0.9557
4950,0.1353,0.9553
5000,0.1363,0.9548
5050,0.1365,0.9542
5100,0.1370,0.9539
5150,0.1376,0.9538
5200,0.1373,0.9538
5250,0.1377,0.9537
5300,0.1381,0.9534
5350,0.1377,0.9534
5400,0.1383,0.9530
5450,0.1381,0.9530
5500,0.1377,0.9533
5550,0.1374,0.9535
5600,0.1368,0.9537
5650,0.1377,0.9535
5700,0.1374,0.9537
5750,0.1372,0.9537
5800,0.1372,0.9536
5850,0.1373,0.9536
5900,0.1372,0.9536
5950,0.1372,0.9536
6000,0.1368,0.9536
6050,0.1372,0.9534
6100,0.1375,0.9532
6150,0.1369,0.9536
6200,0.1366,0.9538
6250,0.1365,0.9538
6300,0.1364,0.9537
6350,0.1003,0.9679
6400,0.1015,0.9688
6450,0.1032,0.9672
6500,0.1035,0.9676
6550,0.1057,0.9669
6600,0.1066,0.9660
6650,0.1066,0.9660
6700,0.1087,0.9646
6750,0.1075,0.9649
6800,0.1079,0.9647
6850,0.1077,0.9646
6900,0.1064,0.9650
6950,0.1068,0.9649
7000,0.1070,0.9650
7050,0.1073,0.9650
7100,0.1074,0.9651
7150,0.1078,0.9649
7200,0.1078,0.9650
7250,0.1077,0.9652
7300,0.1079,0.9651
7350,0.1075,0.9653
7400,0.1075,0.9656
7450,0.1079,0.9655
7500,0.1085,0.9655
7550,0.1090,0.9652
7600,0.1097,0.9648
7650,0.1101,0.9647
7700,0.1105,0.9644
7750,0.1103,0.9645
7800,0.1092,0.9650
7850,0.1096,0.9650
7900,0.1097,0.9649
7950,0.1101,0.9646
8000,0.1103,0.9646
8050,0.1102,0.9647
8100,0.1104,0.9646
8150,0.1115,0.9642
8200,0.1116,0.9641
