iteration,train_loss,train_accuracy
50,0.7055,0.4594
100,0.7045,0.4594
150,0.7000,0.4823
200,0.6860,0.5194
250,0.6447,0.5795
300,0.5971,0.6252
350,0.5562,0.6620
400,0.5269,0.6872
450,0.5029,0.7081
500,0.4838,0.7242
550,0.4648,0.7399
600,0.4512,0.7512
650,0.4396,0.7611
700,0.4290,0.7694
750,0.4194,0.7765
800,0.4109,0.7834
850,0.4017,0.7903
900,0.3947,0.7954
950,0.3887,0.8004
1000,0.3820,0.8053
1050,0.3769,0.8093
1100,0.3719,0.8130
1150,0.3665,0.8169
1200,0.3628,0.8196
1250,0.3588,0.8227
1300,0.3540,0.8259
1350,0.3504,0.8284
1400,0.3466,0.8311
1450,0.3433,0.8337
1500,0.3394,0.8362
1550,0.3350,0.8387
1600,0.3323,0.8408
1650,0.3295,0.8429
1700,0.3264,0.8448
1750,0.3240,0.8467
1800,0.3215,0.8483
1850,0.3188,0.8503
1900,0.3164,0.8517
1950,0.3138,0.8534
2000,0.3116,0.8548
2050,0.3093,0.8563
2100,0.3071,0.8578
2150,0.1926,0.9314
2200,0.1901,0.9333
2250,0.1874,0.9319
2300,0.1903,0.9300
2350,0.1890,0.9308
2400,0.1922,0.9289
2450,0.1885,0.9302
2500,0.1910,0.9288
2550,0.1897,0.9290
2600,0.1896,0.9294
2650,0.1889,0.9298
2700,0.1872,0.9305
2750,0.1868,0.9305
2800,0.1869,0.9307
2850,0.1874,0.9309
2900,0.1877,0.9310
2950,0.1881,0.9311
3000,0.1896,0.9304
3050,0.1895,0.9305
3100,0.1880,0.9312
3150,0.1874,0.9312
3200,0.1884,0.9310
3250,0.1879,0.9314
3300,0.1872,0.9316
3350,0.1865,0.9319
3400,0.1865,0.9318
3450,0.1862,0.9320
3500,0.1867,0.9319
3550,0.1865,0.9319
3600,0.1863,0.9319
3650,0.1861,0.9320
3700,0.1856,0.9322
3750,0.1854,0.9324
3800,0.1849,0.9326
3850,0.1844,0.9326
3900,0.1842,0.9328
3950,0.1842,0.9327
4000,0.1839,0.9328
4050,0.1841,0.9325
4100,0.1841,0.9325
4150,0.1842,0.9326
4200,0.1833,0.9331
4250,0.1126,0.9621
4300,0.1145,0.9630
4350,0.1146,0.9630
4400,0.1224,0.9609
4450,0.1261,0.9580
4500,0.1312,0.9561
4550,0.1333,0.9550
4600,0.1344,0.9546
4650,0.1357,0.9535
4700,0.1369,0.9530
4750,0.1376,0.9524
4800,0.1364,0.9528
4850,0.1371,0.9525
4900,0.1381,0.9523
4950,0.1385,0.9521
5000,0.1390,0.9515
5050,0.1392,0.9511
5100,0.1404,0.9508
5150,0.1400,0.9507
5200,0.1400,0.9508
5250,0.1407,0.9507
5300,0.1408,0.9507
5350,0.1411,0.9506
5400,0.1408,0.9508
5450,0.1410,0.9507
5500,0.1420,0.9504
5550,0.1421,0.9502
5600,0.1411,0.9505
5650,0.1419,0.9501
5700,0.1412,0.9503
5750,0.1415,0.9504
5800,0.1415,0.9505
5850,0.1420,0.9503
5900,0.1424,0.9501
5950,0.1422,0.9502
6000,0.1424,0.9502
6050,0.1420,0.9504
6100,0.1421,0.9504
6150,0.1422,0.9505
6200,0.1417,0.9507
6250,0.1422,0.9504
6300,0.1426,0.9503
6350,0.0965,0.9704
6400,0.1103,0.9616
6450,0.1059,0.9635
6500,0.1049,0.9639
6550,0.1050,0.9642
6600,0.1089,0.9623
6650,0.1101,0.9625
6700,0.1095,0.9625
6750,0.1091,0.9624
6800,0.1111,0.9620
6850,0.1108,0.9622
6900,0.1111,0.9618
6950,0.1109,0.9617
7000,0.1120,0.9614
7050,0.1109,0.9620
7100,0.1121,0.9615
7150,0.1129,0.9614
7200,0.1136,0.9612
7250,0.1151,0.9609
7300,0.1159,0.9606
7350,0.1155,0.9608
7400,0.1151,0.9608
7450,0.1153,0.9607
7500,0.1153,0.9606
7550,0.1157,0.9605
7600,0.1160,0.9605
7650,0.1160,0.9604
7700,0.1166,0.9603
7750,0.1163,0.9604
7800,0.1159,0.9606
7850,0.1165,0.9604
7900,0.1168,0.9603
7950,0.1168,0.9602
8000,0.1166,0.9604
8050,0.1171,0.9602
8100,0.1180,0.9599
8150,0.1172,0.9602
8200,0.1175,0.9603
8250,0.1178,0.9602
8300,0.1178,0.9602
8350,0.1176,0.9602
8400,0.1174,0.9602
8450,0.0937,0.9660
8500,0.0879,0.9721
8550,0.0835,0.9736
8600,0.0890,0.9710
8650,0.0901,0.9706
8700,0.0910,0.9703
8750,0.0932,0.9697
8800,0.0930,0.9701
8850,0.0920,0.9703
8900,0.0905,0.9706
8950,0.0913,0.9702
9000,0.0937,0.9692
9050,0.0947,0.9687
9100,0.0934,0.9692
9150,0.0940,0.9690
