lr,lora_r,lora_alpha,epochs,weight_decay,adam_beta1,adam_beta2,best_val_acc,best_val_loss,best_iteration,last_val_acc,last_val_loss,last_iteration,metrics_dir,status
3e-05,32,128.0,3,0.01,0.9,0.999,0.8922,0.2777,6312,0.8922,0.2777,6312,distilbert_autogrid/results/lr_3p0000e-05_r32_a128_ep3_wd_1p0000e-02,ok
3e-05,64,64.0,3,0.1,0.9,0.999,0.8922,0.2618,4208,0.8922,0.2668,6312,distilbert_autogrid/results/lr_3p0000e-05_r64_a64_ep3_wd_1p0000e-01,ok
3e-05,8,64.0,3,0.1,0.9,0.999,0.8922,0.2697,4208,0.8888,0.2743,6312,distilbert_autogrid/results/lr_3p0000e-05_r8_a64_ep3_wd_1p0000e-01,ok
3e-05,128,32.0,3,0.1,0.9,0.999,0.8911,0.2706,4208,0.8911,0.2683,6312,distilbert_autogrid/results/lr_3p0000e-05_r128_a32_ep3_wd_1p0000e-01,ok
3e-05,16,32.0,3,0.0,0.9,0.999,0.8911,0.2762,4208,0.8876,0.2732,6312,distilbert_autogrid/results/lr_3p0000e-05_r16_a32_ep3_wd_0p0000e00,ok
3e-05,128,32.0,3,0.01,0.9,0.999,0.8899,0.267,4208,0.8899,0.2637,6312,distilbert_autogrid/results/lr_3p0000e-05_r128_a32_ep3_wd_1p0000e-02,ok
3e-05,128,64.0,3,0.0,0.9,0.999,0.8899,0.2628,6312,0.8899,0.2628,6312,distilbert_autogrid/results/lr_3p0000e-05_r128_a64_ep3_wd_0p0000e00,ok
3e-05,16,32.0,3,0.1,0.9,0.999,0.8899,0.2688,6312,0.8899,0.2688,6312,distilbert_autogrid/results/lr_3p0000e-05_r16_a32_ep3_wd_1p0000e-01,ok
3e-05,32,64.0,3,0.1,0.9,0.999,0.8899,0.2764,6312,0.8899,0.2764,6312,distilbert_autogrid/results/lr_3p0000e-05_r32_a64_ep3_wd_1p0000e-01,ok
3e-05,64,32.0,3,0.1,0.9,0.999,0.8888,0.2739,4208,0.8888,0.2716,6312,distilbert_autogrid/results/lr_3p0000e-05_r64_a32_ep3_wd_1p0000e-01,ok
3e-05,8,64.0,3,0.0,0.9,0.999,0.8888,0.2699,4208,0.8865,0.2713,6312,distilbert_autogrid/results/lr_3p0000e-05_r8_a64_ep3_wd_0p0000e00,ok
0.0003,16,128.0,3,0.0,0.9,0.999,0.8876,0.2976,2104,0.8865,0.3513,6312,distilbert_autogrid/results/lr_3p0000e-04_r16_a128_ep3_wd_0p0000e00,ok
3e-05,32,32.0,3,0.0,0.9,0.999,0.8876,0.2751,6312,0.8876,0.2751,6312,distilbert_autogrid/results/lr_3p0000e-05_r32_a32_ep3_wd_0p0000e00,ok
3e-05,64,32.0,3,0.0,0.9,0.999,0.8865,0.2725,6312,0.8865,0.2725,6312,distilbert_autogrid/results/lr_3p0000e-05_r64_a32_ep3_wd_0p0000e00,ok
3e-05,8,64.0,3,0.01,0.9,0.999,0.8865,0.2738,4208,0.8853,0.2757,6312,distilbert_autogrid/results/lr_3p0000e-05_r8_a64_ep3_wd_1p0000e-02,ok
3e-05,128,16.0,3,0.0,0.9,0.999,0.8853,0.2797,6312,0.8853,0.2797,6312,distilbert_autogrid/results/lr_3p0000e-05_r128_a16_ep3_wd_0p0000e00,ok
3e-05,128,32.0,3,0.0,0.9,0.999,0.8853,0.2691,6312,0.8853,0.2691,6312,distilbert_autogrid/results/lr_3p0000e-05_r128_a32_ep3_wd_0p0000e00,ok
3e-05,16,32.0,3,0.01,0.9,0.999,0.8853,0.2753,4208,0.8842,0.2726,6312,distilbert_autogrid/results/lr_3p0000e-05_r16_a32_ep3_wd_1p0000e-02,ok
3e-05,32,16.0,3,0.1,0.9,0.999,0.8853,0.2783,6312,0.8853,0.2783,6312,distilbert_autogrid/results/lr_3p0000e-05_r32_a16_ep3_wd_1p0000e-01,ok
3e-05,32,32.0,3,0.01,0.9,0.999,0.8853,0.2717,6312,0.8853,0.2717,6312,distilbert_autogrid/results/lr_3p0000e-05_r32_a32_ep3_wd_1p0000e-02,ok
3e-05,64,16.0,3,0.0,0.9,0.999,0.8853,0.2791,6312,0.8853,0.2791,6312,distilbert_autogrid/results/lr_3p0000e-05_r64_a16_ep3_wd_0p0000e00,ok
3e-05,128,16.0,3,0.01,0.9,0.999,0.8842,0.2784,6312,0.8842,0.2784,6312,distilbert_autogrid/results/lr_3p0000e-05_r128_a16_ep3_wd_1p0000e-02,ok
3e-05,32,16.0,3,0.0,0.9,0.999,0.8842,0.2809,6312,0.8842,0.2809,6312,distilbert_autogrid/results/lr_3p0000e-05_r32_a16_ep3_wd_0p0000e00,ok
3e-05,32,64.0,3,0.0,0.9,0.999,0.8842,0.2705,6312,0.8842,0.2705,6312,distilbert_autogrid/results/lr_3p0000e-05_r32_a64_ep3_wd_0p0000e00,ok
