iteration,train_loss,train_accuracy
50,0.6934,0.5131
100,0.6929,0.5203
150,0.6916,0.5281
200,0.6876,0.5455
250,0.6618,0.5853
300,0.6144,0.6289
350,0.5736,0.6619
400,0.5425,0.6873
450,0.5150,0.7081
500,0.4933,0.7246
550,0.4786,0.7369
600,0.4630,0.7487
650,0.4487,0.7593
700,0.4372,0.7676
750,0.4266,0.7755
800,0.4166,0.7833
850,0.4103,0.7886
900,0.4009,0.7954
950,0.3927,0.8012
1000,0.3877,0.8048
1050,0.3810,0.8096
1100,0.3750,0.8140
1150,0.3698,0.8174
1200,0.3643,0.8214
1250,0.3612,0.8236
1300,0.3563,0.8269
1350,0.3519,0.8298
1400,0.3480,0.8325
1450,0.3447,0.8347
1500,0.3408,0.8374
1550,0.3377,0.8397
1600,0.3333,0.8424
1650,0.3304,0.8444
1700,0.3273,0.8465
1750,0.3244,0.8484
1800,0.3213,0.8503
1850,0.3183,0.8521
1900,0.3157,0.8537
1950,0.3133,0.8550
2000,0.3105,0.8566
2050,0.3085,0.8580
2100,0.3063,0.8593
2150,0.1751,0.9361
2200,0.1716,0.9372
2250,0.1695,0.9381
2300,0.1733,0.9375
2350,0.1713,0.9375
2400,0.1733,0.9364
2450,0.1748,0.9353
2500,0.1707,0.9374
2550,0.1712,0.9377
2600,0.1761,0.9354
2650,0.1753,0.9356
2700,0.1749,0.9352
2750,0.1757,0.9349
2800,0.1761,0.9350
2850,0.1751,0.9355
2900,0.1743,0.9355
2950,0.1755,0.9352
3000,0.1762,0.9348
3050,0.1763,0.9346
3100,0.1767,0.9345
3150,0.1777,0.9342
3200,0.1775,0.9342
3250,0.1765,0.9348
3300,0.1763,0.9350
3350,0.1755,0.9354
3400,0.1746,0.9357
3450,0.1741,0.9359
3500,0.1742,0.9358
3550,0.1742,0.9359
3600,0.1739,0.9361
3650,0.1735,0.9363
3700,0.1734,0.9363
3750,0.1734,0.9363
3800,0.1731,0.9363
3850,0.1727,0.9364
3900,0.1724,0.9365
3950,0.1724,0.9366
4000,0.1729,0.9362
4050,0.1723,0.9365
4100,0.1726,0.9365
4150,0.1724,0.9365
4200,0.1722,0.9365
4250,0.1391,0.9509
4300,0.1319,0.9558
4350,0.1259,0.9582
4400,0.1257,0.9582
4450,0.1256,0.9589
4500,0.1257,0.9578
4550,0.1295,0.9565
4600,0.1289,0.9564
4650,0.1272,0.9569
4700,0.1260,0.9570
4750,0.1265,0.9569
4800,0.1277,0.9565
4850,0.1274,0.9564
4900,0.1271,0.9568
4950,0.1274,0.9566
5000,0.1285,0.9560
5050,0.1309,0.9548
5100,0.1301,0.9551
5150,0.1303,0.9548
5200,0.1303,0.9549
5250,0.1309,0.9547
5300,0.1310,0.9546
5350,0.1307,0.9547
5400,0.1307,0.9546
5450,0.1311,0.9547
5500,0.1311,0.9545
5550,0.1306,0.9548
5600,0.1311,0.9546
5650,0.1307,0.9548
5700,0.1302,0.9550
5750,0.1302,0.9551
5800,0.1304,0.9549
5850,0.1305,0.9548
5900,0.1303,0.9549
5950,0.1302,0.9549
6000,0.1300,0.9550
6050,0.1302,0.9549
6100,0.1300,0.9550
6150,0.1300,0.9550
6200,0.1298,0.9550
6250,0.1300,0.9547
6300,0.1305,0.9547
6350,0.0767,0.9737
6400,0.0899,0.9723
6450,0.0931,0.9697
6500,0.0938,0.9688
6550,0.0950,0.9684
6600,0.0941,0.9692
6650,0.0990,0.9677
6700,0.0995,0.9677
6750,0.1011,0.9666
6800,0.0996,0.9671
6850,0.1012,0.9661
6900,0.1016,0.9660
6950,0.1014,0.9661
7000,0.1016,0.9659
7050,0.1018,0.9663
7100,0.1015,0.9661
7150,0.1016,0.9658
7200,0.1014,0.9660
7250,0.1021,0.9656
7300,0.1020,0.9656
7350,0.1029,0.9652
7400,0.1031,0.9652
7450,0.1028,0.9654
7500,0.1022,0.9655
7550,0.1023,0.9655
7600,0.1026,0.9656
7650,0.1029,0.9654
7700,0.1031,0.9654
7750,0.1039,0.9650
7800,0.1037,0.9652
7850,0.1037,0.9652
7900,0.1046,0.9649
7950,0.1048,0.9648
8000,0.1048,0.9648
8050,0.1053,0.9647
8100,0.1051,0.9646
8150,0.1053,0.9645
8200,0.1059,0.9643
8250,0.1059,0.9643
8300,0.1058,0.9644
8350,0.1055,0.9645
8400,0.1056,0.9645
8450,0.0693,0.9816
8500,0.0719,0.9781
8550,0.0684,0.9790
8600,0.0670,0.9801
8650,0.0703,0.9789
8700,0.0715,0.9788
8750,0.0727,0.9776
8800,0.0732,0.9774
8850,0.0750,0.9765
8900,0.0762,0.9760
8950,0.0762,0.9757
9000,0.0777,0.9751
9050,0.0777,0.9750
9100,0.0784,0.9747
9150,0.0790,0.9745
9200,0.0791,0.9743
9250,0.0800,0.9741
9300,0.0795,0.9744
9350,0.0801,0.9743
9400,0.0797,0.9744
9450,0.0801,0.9744
9500,0.0804,0.9742
9550,0.0808,0.9740
9600,0.0804,0.9741
9650,0.0807,0.9740
9700,0.0802,0.9742
9750,0.0801,0.9743
9800,0.0808,0.9740
9850,0.0812,0.9740
9900,0.0810,0.9740
