lr,lora_r,lora_alpha,epochs,weight_decay,adam_beta1,adam_beta2,best_val_acc,best_val_loss,best_iteration,last_val_acc,last_val_loss,last_iteration,metrics_dir,status
0.0003,32,16.0,3,0.0,0.9,0.999,0.8761,0.2923,6312,0.8761,0.2923,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r32_a16_ep3_wd_0p0000e00,ok
0.0003,64,16.0,3,0.1,0.9,0.999,0.8761,0.2931,6312,0.8761,0.2931,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r64_a16_ep3_wd_1p0000e-01,ok
0.0003,16,16.0,3,0.01,0.9,0.999,0.875,0.2861,6312,0.875,0.2861,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r16_a16_ep3_wd_1p0000e-02,ok
0.0003,8,16.0,3,0.01,0.9,0.999,0.875,0.2862,6312,0.875,0.2862,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r8_a16_ep3_wd_1p0000e-02,ok
0.0003,128,16.0,3,0.1,0.9,0.999,0.8739,0.299,4208,0.8727,0.2907,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r128_a16_ep3_wd_1p0000e-01,ok
0.0003,64,16.0,3,0.01,0.9,0.999,0.8739,0.2927,4208,0.8739,0.2883,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r64_a16_ep3_wd_1p0000e-02,ok
0.0003,16,16.0,3,0.1,0.9,0.999,0.8727,0.2902,6312,0.8727,0.2902,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r16_a16_ep3_wd_1p0000e-01,ok
0.0003,32,8.0,3,0.01,0.9,0.999,0.8727,0.3053,4208,0.8716,0.3012,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r32_a8_ep3_wd_1p0000e-02,ok
0.0003,8,16.0,3,0.1,0.9,0.999,0.8727,0.2904,6312,0.8727,0.2904,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r8_a16_ep3_wd_1p0000e-01,ok
0.0003,8,8.0,3,0.1,0.9,0.999,0.8727,0.3112,4208,0.8716,0.307,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r8_a8_ep3_wd_1p0000e-01,ok
0.0003,32,8.0,3,0.0,0.9,0.999,0.8716,0.3032,6312,0.8716,0.3032,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r32_a8_ep3_wd_0p0000e00,ok
0.0003,64,8.0,3,0.1,0.9,0.999,0.8716,0.3063,6312,0.8716,0.3063,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r64_a8_ep3_wd_1p0000e-01,ok
0.0003,16,8.0,3,0.0,0.9,0.999,0.8704,0.2988,6312,0.8704,0.2988,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r16_a8_ep3_wd_0p0000e00,ok
0.0003,16,8.0,3,0.01,0.9,0.999,0.8704,0.3114,4208,0.8693,0.3055,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r16_a8_ep3_wd_1p0000e-02,ok
0.0003,32,8.0,3,0.1,0.9,0.999,0.8704,0.3083,6312,0.8704,0.3083,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r32_a8_ep3_wd_1p0000e-01,ok
0.0003,16,8.0,3,0.1,0.9,0.999,0.8693,0.3078,6312,0.8693,0.3078,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r16_a8_ep3_wd_1p0000e-01,ok
0.0003,64,8.0,3,0.01,0.9,0.999,0.8693,0.2972,6312,0.8693,0.2972,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r64_a8_ep3_wd_1p0000e-02,ok
0.0003,8,8.0,3,0.0,0.9,0.999,0.8693,0.3049,6312,0.8693,0.3049,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r8_a8_ep3_wd_0p0000e00,ok
0.0003,128,8.0,3,0.0,0.9,0.999,0.8681,0.3012,6312,0.8681,0.3012,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r128_a8_ep3_wd_0p0000e00,ok
0.0003,128,8.0,3,0.1,0.9,0.999,0.8681,0.3142,4208,0.867,0.3099,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r128_a8_ep3_wd_1p0000e-01,ok
0.0003,128,8.0,3,0.01,0.9,0.999,0.8681,0.3021,6312,0.8681,0.3021,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r128_a8_ep3_wd_1p0000e-02,ok
0.0003,8,8.0,3,0.01,0.9,0.999,0.867,0.3065,6312,0.867,0.3065,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r8_a8_ep3_wd_1p0000e-02,ok
0.0003,64,8.0,3,0.0,0.9,0.999,0.8624,0.3095,6312,0.8624,0.3095,6312,distilbert_autogrid/results_mlora/lr_3p0000e-04_r64_a8_ep3_wd_0p0000e00,ok
3e-05,32,128.0,3,0.1,0.9,0.999,0.8521,0.3632,6312,0.8521,0.3632,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r32_a128_ep3_wd_1p0000e-01,ok
3e-05,16,128.0,3,0.01,0.9,0.999,0.8498,0.3751,6312,0.8498,0.3751,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r16_a128_ep3_wd_1p0000e-02,ok
3e-05,128,128.0,3,0.01,0.9,0.999,0.8463,0.3568,6312,0.8463,0.3568,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r128_a128_ep3_wd_1p0000e-02,ok
3e-05,32,128.0,3,0.0,0.9,0.999,0.8463,0.3648,6312,0.8463,0.3648,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r32_a128_ep3_wd_0p0000e00,ok
3e-05,64,128.0,3,0.0,0.9,0.999,0.8452,0.3733,6312,0.8452,0.3733,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r64_a128_ep3_wd_0p0000e00,ok
3e-05,64,128.0,3,0.1,0.9,0.999,0.844,0.3729,6312,0.844,0.3729,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r64_a128_ep3_wd_1p0000e-01,ok
3e-05,8,128.0,3,0.01,0.9,0.999,0.844,0.3734,6312,0.844,0.3734,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r8_a128_ep3_wd_1p0000e-02,ok
3e-05,128,128.0,3,0.1,0.9,0.999,0.8429,0.3581,6312,0.8429,0.3581,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r128_a128_ep3_wd_1p0000e-01,ok
3e-05,128,128.0,3,0.0,0.9,0.999,0.8406,0.3674,6312,0.8406,0.3674,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r128_a128_ep3_wd_0p0000e00,ok
3e-05,8,128.0,3,0.0,0.9,0.999,0.8406,0.3765,6312,0.8406,0.3765,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r8_a128_ep3_wd_0p0000e00,ok
3e-05,64,128.0,3,0.01,0.9,0.999,0.836,0.3944,4208,0.836,0.3816,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r64_a128_ep3_wd_1p0000e-02,ok
3e-05,128,64.0,3,0.1,0.9,0.999,0.8349,0.4038,6312,0.8349,0.4038,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r128_a64_ep3_wd_1p0000e-01,ok
3e-05,16,128.0,3,0.0,0.9,0.999,0.8349,0.3656,6312,0.8349,0.3656,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r16_a128_ep3_wd_0p0000e00,ok
3e-05,32,128.0,3,0.01,0.9,0.999,0.8337,0.3748,6312,0.8337,0.3748,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r32_a128_ep3_wd_1p0000e-02,ok
3e-05,64,64.0,3,0.1,0.9,0.999,0.8314,0.4663,4208,0.8314,0.4345,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r64_a64_ep3_wd_1p0000e-01,ok
3e-05,16,64.0,3,0.01,0.9,0.999,0.8303,0.4291,6312,0.8303,0.4291,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r16_a64_ep3_wd_1p0000e-02,ok
3e-05,8,128.0,3,0.1,0.9,0.999,0.8303,0.3808,6312,0.8303,0.3808,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r8_a128_ep3_wd_1p0000e-01,ok
3e-05,8,64.0,3,0.0,0.9,0.999,0.8303,0.4252,6312,0.8303,0.4252,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r8_a64_ep3_wd_0p0000e00,ok
3e-05,8,64.0,3,0.1,0.9,0.999,0.8291,0.4314,6312,0.8291,0.4314,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r8_a64_ep3_wd_1p0000e-01,ok
3e-05,16,128.0,3,0.1,0.9,0.999,0.828,0.3971,6312,0.828,0.3971,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r16_a128_ep3_wd_1p0000e-01,ok
3e-05,32,64.0,3,0.01,0.9,0.999,0.828,0.4165,6312,0.828,0.4165,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r32_a64_ep3_wd_1p0000e-02,ok
3e-05,8,64.0,3,0.01,0.9,0.999,0.828,0.4357,4208,0.8268,0.4142,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r8_a64_ep3_wd_1p0000e-02,ok
3e-05,16,64.0,3,0.1,0.9,0.999,0.8268,0.4165,6312,0.8268,0.4165,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r16_a64_ep3_wd_1p0000e-01,ok
3e-05,128,32.0,3,0.1,0.9,0.999,0.8245,0.5289,6312,0.8245,0.5289,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r128_a32_ep3_wd_1p0000e-01,ok
3e-05,64,64.0,3,0.0,0.9,0.999,0.8234,0.4088,6312,0.8234,0.4088,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r64_a64_ep3_wd_0p0000e00,ok
3e-05,128,64.0,3,0.0,0.9,0.999,0.8222,0.4361,6312,0.8222,0.4361,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r128_a64_ep3_wd_0p0000e00,ok
3e-05,64,64.0,3,0.01,0.9,0.999,0.8211,0.4355,6312,0.8211,0.4355,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r64_a64_ep3_wd_1p0000e-02,ok
3e-05,128,64.0,3,0.01,0.9,0.999,0.82,0.46,6312,0.82,0.46,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r128_a64_ep3_wd_1p0000e-02,ok
3e-05,16,64.0,3,0.0,0.9,0.999,0.82,0.4425,6312,0.82,0.4425,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r16_a64_ep3_wd_0p0000e00,ok
3e-05,32,64.0,3,0.1,0.9,0.999,0.8188,0.4377,6312,0.8188,0.4377,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r32_a64_ep3_wd_1p0000e-01,ok
3e-05,32,64.0,3,0.0,0.9,0.999,0.8165,0.501,6312,0.8165,0.501,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r32_a64_ep3_wd_0p0000e00,ok
3e-05,8,32.0,3,0.1,0.9,0.999,0.8165,0.5117,6312,0.8165,0.5117,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r8_a32_ep3_wd_1p0000e-01,ok
3e-05,16,32.0,3,0.0,0.9,0.999,0.8108,0.524,6312,0.8108,0.524,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r16_a32_ep3_wd_0p0000e00,ok
3e-05,32,32.0,3,0.01,0.9,0.999,0.8108,0.5426,6312,0.8108,0.5426,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r32_a32_ep3_wd_1p0000e-02,ok
3e-05,128,32.0,3,0.0,0.9,0.999,0.8005,0.5658,6312,0.8005,0.5658,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r128_a32_ep3_wd_0p0000e00,ok
3e-05,8,32.0,3,0.0,0.9,0.999,0.7959,0.5578,6312,0.7959,0.5578,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r8_a32_ep3_wd_0p0000e00,ok
3e-05,32,32.0,3,0.0,0.9,0.999,0.7787,0.5703,6312,0.7787,0.5703,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r32_a32_ep3_wd_0p0000e00,ok
3e-05,64,32.0,3,0.1,0.9,0.999,0.742,0.5852,6312,0.742,0.5852,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r64_a32_ep3_wd_1p0000e-01,ok
3e-05,32,16.0,3,0.01,0.9,0.999,0.6892,0.6516,4208,0.6583,0.64,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r32_a16_ep3_wd_1p0000e-02,ok
3e-05,32,8.0,3,0.01,0.9,0.999,0.6766,0.6826,6312,0.6766,0.6826,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r32_a8_ep3_wd_1p0000e-02,ok
3e-05,64,32.0,3,0.01,0.9,0.999,0.6571,0.6044,6312,0.6571,0.6044,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r64_a32_ep3_wd_1p0000e-02,ok
3e-05,16,8.0,3,0.01,0.9,0.999,0.6422,0.6836,4208,0.6193,0.6809,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r16_a8_ep3_wd_1p0000e-02,ok
3e-05,16,32.0,3,0.01,0.9,0.999,0.6353,0.6203,6312,0.6353,0.6203,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r16_a32_ep3_wd_1p0000e-02,ok
3e-05,8,16.0,3,0.0,0.9,0.999,0.6353,0.6632,4208,0.6181,0.6547,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r8_a16_ep3_wd_0p0000e00,ok
3e-05,128,32.0,3,0.01,0.9,0.999,0.6342,0.6605,6312,0.6342,0.6605,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r128_a32_ep3_wd_1p0000e-02,ok
3e-05,16,32.0,3,0.1,0.9,0.999,0.6342,0.6304,6312,0.6342,0.6304,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r16_a32_ep3_wd_1p0000e-01,ok
3e-05,16,16.0,3,0.01,0.9,0.999,0.633,0.6564,6312,0.633,0.6564,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r16_a16_ep3_wd_1p0000e-02,ok
3e-05,64,8.0,3,0.0,0.9,0.999,0.6227,0.6882,6312,0.6227,0.6882,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r64_a8_ep3_wd_0p0000e00,ok
3e-05,32,8.0,3,0.0,0.9,0.999,0.6067,0.6872,6312,0.6067,0.6872,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r32_a8_ep3_wd_0p0000e00,ok
3e-05,64,8.0,3,0.01,0.9,0.999,0.6044,0.6787,4208,0.5826,0.6753,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r64_a8_ep3_wd_1p0000e-02,ok
3e-06,128,32.0,3,0.01,0.9,0.999,0.6044,0.688,4208,0.6032,0.6879,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r128_a32_ep3_wd_1p0000e-02,ok
3e-05,64,16.0,3,0.01,0.9,0.999,0.6032,0.6818,4208,0.5757,0.6772,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r64_a16_ep3_wd_1p0000e-02,ok
3e-05,16,16.0,3,0.1,0.9,0.999,0.6021,0.683,4208,0.5814,0.6787,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r16_a16_ep3_wd_1p0000e-01,ok
3e-06,16,128.0,3,0.1,0.9,0.999,0.6009,0.6878,6312,0.6009,0.6878,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r16_a128_ep3_wd_1p0000e-01,ok
3e-05,16,8.0,3,0.1,0.9,0.999,0.5952,0.6867,4208,0.5745,0.6843,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r16_a8_ep3_wd_1p0000e-01,ok
3e-06,32,8.0,3,0.0,0.9,0.999,0.5917,0.6884,2104,0.5917,0.6883,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r32_a8_ep3_wd_0p0000e00,ok
3e-05,128,8.0,3,0.0,0.9,0.999,0.5894,0.689,6312,0.5894,0.689,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r128_a8_ep3_wd_0p0000e00,ok
3e-07,16,8.0,3,0.01,0.9,0.999,0.5803,0.6894,6312,0.5803,0.6894,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r16_a8_ep3_wd_1p0000e-02,ok
3e-05,128,8.0,3,0.01,0.9,0.999,0.5722,0.6909,6312,0.5722,0.6909,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r128_a8_ep3_wd_1p0000e-02,ok
3e-06,16,32.0,3,0.0,0.9,0.999,0.5722,0.6884,6312,0.5722,0.6884,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r16_a32_ep3_wd_0p0000e00,ok
3e-05,32,32.0,3,0.1,0.9,0.999,0.5677,0.6515,6312,0.5677,0.6515,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r32_a32_ep3_wd_1p0000e-01,ok
3e-05,8,16.0,3,0.1,0.9,0.999,0.5654,0.6564,6312,0.5654,0.6564,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r8_a16_ep3_wd_1p0000e-01,ok
3e-07,8,8.0,3,0.0,0.9,0.999,0.5596,0.6903,2104,0.5596,0.6903,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r8_a8_ep3_wd_0p0000e00,ok
3e-06,64,64.0,3,0.0,0.9,0.999,0.5573,0.6899,2104,0.5562,0.6893,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r64_a64_ep3_wd_0p0000e00,ok
3e-07,64,32.0,3,0.01,0.9,0.999,0.5573,0.6915,4208,0.5573,0.6915,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r64_a32_ep3_wd_1p0000e-02,ok
3e-07,32,64.0,3,0.1,0.9,0.999,0.555,0.6903,4208,0.5539,0.6903,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r32_a64_ep3_wd_1p0000e-01,ok
3e-06,16,16.0,3,0.1,0.9,0.999,0.5528,0.6905,6312,0.5528,0.6905,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r16_a16_ep3_wd_1p0000e-01,ok
3e-05,8,32.0,3,0.01,0.9,0.999,0.5505,0.6316,6312,0.5505,0.6316,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r8_a32_ep3_wd_1p0000e-02,ok
3e-07,16,16.0,3,0.1,0.9,0.999,0.5459,0.689,2104,0.5459,0.689,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r16_a16_ep3_wd_1p0000e-01,ok
3e-05,8,8.0,3,0.1,0.9,0.999,0.5447,0.6916,4208,0.5413,0.6897,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r8_a8_ep3_wd_1p0000e-01,ok
3e-07,32,16.0,3,0.01,0.9,0.999,0.5436,0.6903,4208,0.5436,0.6903,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r32_a16_ep3_wd_1p0000e-02,ok
3e-07,64,128.0,3,0.01,0.9,0.999,0.5413,0.6915,4208,0.5413,0.6915,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r64_a128_ep3_wd_1p0000e-02,ok
3e-05,8,8.0,3,0.01,0.9,0.999,0.539,0.6904,2104,0.531,0.6852,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r8_a8_ep3_wd_1p0000e-02,ok
3e-06,128,128.0,3,0.1,0.9,0.999,0.5356,0.6918,4208,0.5344,0.6914,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r128_a128_ep3_wd_1p0000e-01,ok
3e-06,16,16.0,3,0.0,0.9,0.999,0.5344,0.6907,4208,0.5344,0.6907,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r16_a16_ep3_wd_0p0000e00,ok
3e-07,128,128.0,3,0.1,0.9,0.999,0.5344,0.6922,4208,0.5344,0.6922,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r128_a128_ep3_wd_1p0000e-01,ok
3e-07,128,8.0,3,0.1,0.9,0.999,0.5333,0.6915,2104,0.5333,0.6915,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r128_a8_ep3_wd_1p0000e-01,ok
3e-06,8,8.0,3,0.0,0.9,0.999,0.5321,0.6918,6312,0.5321,0.6918,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r8_a8_ep3_wd_0p0000e00,ok
3e-06,32,16.0,3,0.01,0.9,0.999,0.531,0.6926,6312,0.531,0.6926,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r32_a16_ep3_wd_1p0000e-02,ok
3e-07,8,128.0,3,0.01,0.9,0.999,0.5298,0.6921,2104,0.5287,0.692,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r8_a128_ep3_wd_1p0000e-02,ok
3e-05,64,32.0,3,0.0,0.9,0.999,0.5275,0.6728,6312,0.5275,0.6728,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r64_a32_ep3_wd_0p0000e00,ok
3e-07,16,64.0,3,0.1,0.9,0.999,0.5264,0.6913,6312,0.5264,0.6913,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r16_a64_ep3_wd_1p0000e-01,ok
3e-07,8,64.0,3,0.1,0.9,0.999,0.5241,0.692,4208,0.5229,0.692,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r8_a64_ep3_wd_1p0000e-01,ok
3e-05,8,16.0,3,0.01,0.9,0.999,0.5229,0.6489,6312,0.5229,0.6489,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r8_a16_ep3_wd_1p0000e-02,ok
3e-06,64,32.0,3,0.1,0.9,0.999,0.5229,0.6922,4208,0.5206,0.6922,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r64_a32_ep3_wd_1p0000e-01,ok
3e-06,128,64.0,3,0.0,0.9,0.999,0.5206,0.6928,6312,0.5206,0.6928,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r128_a64_ep3_wd_0p0000e00,ok
3e-06,32,16.0,3,0.0,0.9,0.999,0.5206,0.6923,4208,0.5206,0.6923,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r32_a16_ep3_wd_0p0000e00,ok
3e-06,8,64.0,3,0.0,0.9,0.999,0.5195,0.6917,6312,0.5195,0.6917,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r8_a64_ep3_wd_0p0000e00,ok
3e-07,128,64.0,3,0.1,0.9,0.999,0.5195,0.6933,2104,0.5195,0.6933,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r128_a64_ep3_wd_1p0000e-01,ok
3e-07,32,32.0,3,0.1,0.9,0.999,0.5195,0.6908,2104,0.5195,0.6908,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r32_a32_ep3_wd_1p0000e-01,ok
3e-07,8,16.0,3,0.01,0.9,0.999,0.5195,0.6923,2104,0.5195,0.6923,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r8_a16_ep3_wd_1p0000e-02,ok
3e-05,128,16.0,3,0.0,0.9,0.999,0.5183,0.6914,6312,0.5183,0.6914,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r128_a16_ep3_wd_0p0000e00,ok
3e-05,32,16.0,3,0.0,0.9,0.999,0.5183,0.6696,6312,0.5183,0.6696,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r32_a16_ep3_wd_0p0000e00,ok
3e-05,32,8.0,3,0.1,0.9,0.999,0.5183,0.6859,6312,0.5183,0.6859,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r32_a8_ep3_wd_1p0000e-01,ok
3e-06,8,8.0,3,0.01,0.9,0.999,0.5183,0.6919,6312,0.5183,0.6919,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r8_a8_ep3_wd_1p0000e-02,ok
3e-06,64,128.0,3,0.1,0.9,0.999,0.5172,0.6877,6312,0.5172,0.6877,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r64_a128_ep3_wd_1p0000e-01,ok
3e-06,64,128.0,3,0.01,0.9,0.999,0.5172,0.6913,6312,0.5172,0.6913,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r64_a128_ep3_wd_1p0000e-02,ok
3e-07,128,16.0,3,0.0,0.9,0.999,0.5172,0.6905,2104,0.5172,0.6905,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r128_a16_ep3_wd_0p0000e00,ok
3e-05,16,16.0,3,0.0,0.9,0.999,0.5161,0.6863,2104,0.5161,0.6655,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r16_a16_ep3_wd_0p0000e00,ok
3e-06,128,16.0,3,0.01,0.9,0.999,0.5161,0.6938,2104,0.5149,0.6937,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r128_a16_ep3_wd_1p0000e-02,ok
3e-06,16,128.0,3,0.0,0.9,0.999,0.5161,0.6913,6312,0.5161,0.6913,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r16_a128_ep3_wd_0p0000e00,ok
3e-07,128,32.0,3,0.01,0.9,0.999,0.5149,0.6934,2104,0.5138,0.6934,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r128_a32_ep3_wd_1p0000e-02,ok
3e-07,128,64.0,3,0.0,0.9,0.999,0.5149,0.6897,2104,0.5149,0.6897,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r128_a64_ep3_wd_0p0000e00,ok
3e-05,16,8.0,3,0.0,0.9,0.999,0.5126,0.6897,2104,0.5126,0.6824,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r16_a8_ep3_wd_0p0000e00,ok
3e-06,8,8.0,3,0.1,0.9,0.999,0.5126,0.6942,2104,0.5126,0.6941,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r8_a8_ep3_wd_1p0000e-01,ok
3e-07,128,8.0,3,0.0,0.9,0.999,0.5126,0.6906,2104,0.5126,0.6906,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r128_a8_ep3_wd_0p0000e00,ok
3e-05,32,16.0,3,0.1,0.9,0.999,0.5115,0.6732,6312,0.5115,0.6732,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r32_a16_ep3_wd_1p0000e-01,ok
3e-06,16,16.0,3,0.01,0.9,0.999,0.5115,0.6929,2104,0.5115,0.6927,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r16_a16_ep3_wd_1p0000e-02,ok
3e-06,16,8.0,3,0.0,0.9,0.999,0.5115,0.6929,6312,0.5115,0.6929,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r16_a8_ep3_wd_0p0000e00,ok
3e-06,32,128.0,3,0.0,0.9,0.999,0.5115,0.6945,6312,0.5115,0.6945,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r32_a128_ep3_wd_0p0000e00,ok
3e-07,64,64.0,3,0.01,0.9,0.999,0.5115,0.6924,2104,0.5115,0.6924,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r64_a64_ep3_wd_1p0000e-02,ok
3e-05,8,8.0,3,0.0,0.9,0.999,0.5103,0.6837,6312,0.5103,0.6837,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r8_a8_ep3_wd_0p0000e00,ok
3e-06,128,64.0,3,0.01,0.9,0.999,0.5103,0.694,2104,0.5103,0.6936,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r128_a64_ep3_wd_1p0000e-02,ok
3e-06,8,16.0,3,0.0,0.9,0.999,0.5103,0.6935,2104,0.5103,0.6934,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r8_a16_ep3_wd_0p0000e00,ok
