iteration,train_loss,train_accuracy
50,0.6940,0.5062
100,0.6931,0.5091
150,0.6913,0.5254
200,0.6773,0.5466
250,0.6286,0.6031
300,0.5826,0.6444
350,0.5465,0.6759
400,0.5175,0.7011
450,0.4904,0.7220
500,0.4725,0.7372
550,0.4576,0.7494
600,0.4410,0.7618
650,0.4273,0.7725
700,0.4151,0.7812
750,0.4070,0.7882
800,0.3980,0.7943
850,0.3901,0.8003
900,0.3837,0.8054
950,0.3766,0.8101
1000,0.3704,0.8143
1050,0.3649,0.8182
1100,0.3609,0.8214
1150,0.3559,0.8248
1200,0.3513,0.8280
1250,0.3464,0.8315
1300,0.3440,0.8338
1350,0.3404,0.8363
1400,0.3371,0.8386
1450,0.3349,0.8402
1500,0.3326,0.8421
1550,0.3294,0.8440
1600,0.3271,0.8457
1650,0.3250,0.8472
1700,0.3227,0.8488
1750,0.3204,0.8503
1800,0.3180,0.8520
1850,0.3157,0.8536
1900,0.3141,0.8549
1950,0.3124,0.8560
2000,0.3105,0.8575
2050,0.3081,0.8591
2100,0.3063,0.8601
2150,0.1898,0.9300
2200,0.1881,0.9297
2250,0.1990,0.9232
2300,0.2002,0.9238
2350,0.2018,0.9231
2400,0.2008,0.9225
2450,0.2035,0.9213
2500,0.2024,0.9218
2550,0.2036,0.9215
2600,0.2023,0.9227
2650,0.2012,0.9239
2700,0.2017,0.9237
2750,0.2020,0.9236
2800,0.2018,0.9238
2850,0.2011,0.9238
2900,0.2017,0.9234
2950,0.2027,0.9227
3000,0.2019,0.9229
3050,0.2026,0.9226
3100,0.2030,0.9226
3150,0.2038,0.9219
3200,0.2037,0.9224
3250,0.2034,0.9225
3300,0.2037,0.9224
3350,0.2030,0.9226
3400,0.2020,0.9230
3450,0.2019,0.9231
3500,0.2017,0.9233
3550,0.2015,0.9233
3600,0.2014,0.9233
3650,0.2011,0.9234
3700,0.2010,0.9234
3750,0.2009,0.9236
3800,0.2008,0.9236
3850,0.2003,0.9238
3900,0.2002,0.9238
3950,0.2002,0.9237
4000,0.2006,0.9234
4050,0.2008,0.9234
4100,0.2010,0.9233
4150,0.2003,0.9236
4200,0.2003,0.9236
4250,0.1512,0.9427
4300,0.1544,0.9426
4350,0.1531,0.9448
4400,0.1541,0.9447
4450,0.1586,0.9433
4500,0.1586,0.9433
4550,0.1581,0.9442
4600,0.1616,0.9426
4650,0.1614,0.9422
4700,0.1622,0.9421
4750,0.1630,0.9421
4800,0.1627,0.9423
4850,0.1670,0.9405
4900,0.1678,0.9400
4950,0.1683,0.9399
5000,0.1683,0.9396
5050,0.1684,0.9394
5100,0.1692,0.9389
5150,0.1690,0.9388
5200,0.1698,0.9382
5250,0.1701,0.9382
5300,0.1708,0.9379
5350,0.1715,0.9376
5400,0.1714,0.9375
5450,0.1718,0.9371
5500,0.1722,0.9368
5550,0.1717,0.9373
5600,0.1720,0.9372
5650,0.1725,0.9372
5700,0.1728,0.9372
5750,0.1728,0.9372
5800,0.1730,0.9371
5850,0.1732,0.9369
5900,0.1740,0.9366
5950,0.1743,0.9367
6000,0.1746,0.9365
6050,0.1739,0.9367
6100,0.1738,0.9368
6150,0.1742,0.9367
6200,0.1747,0.9365
6250,0.1749,0.9364
6300,0.1745,0.9365
6350,0.1572,0.9498
6400,0.1503,0.9499
6450,0.1454,0.9511
6500,0.1433,0.9508
6550,0.1431,0.9504
6600,0.1435,0.9499
6650,0.1443,0.9493
6700,0.1456,0.9487
6750,0.1504,0.9463
6800,0.1528,0.9452
6850,0.1521,0.9454
6900,0.1520,0.9452
6950,0.1518,0.9453
7000,0.1506,0.9460
7050,0.1505,0.9458
7100,0.1509,0.9457
7150,0.1496,0.9460
7200,0.1491,0.9461
7250,0.1490,0.9460
7300,0.1489,0.9462
7350,0.1492,0.9458
7400,0.1486,0.9460
7450,0.1482,0.9461
7500,0.1477,0.9463
7550,0.1485,0.9459
7600,0.1483,0.9461
7650,0.1488,0.9458
7700,0.1485,0.9461
7750,0.1492,0.9459
7800,0.1491,0.9458
7850,0.1496,0.9456
7900,0.1496,0.9455
7950,0.1495,0.9457
8000,0.1497,0.9455
8050,0.1496,0.9456
8100,0.1501,0.9454
8150,0.1502,0.9455
8200,0.1506,0.9454
8250,0.1508,0.9452
8300,0.1514,0.9450
8350,0.1519,0.9448
8400,0.1523,0.9448
8450,0.1261,0.9522
8500,0.1297,0.9568
8550,0.1275,0.9569
8600,0.1303,0.9560
8650,0.1305,0.9557
8700,0.1322,0.9550
8750,0.1325,0.9541
8800,0.1338,0.9538
8850,0.1337,0.9535
8900,0.1340,0.9532
8950,0.1334,0.9535
9000,0.1324,0.9538
9050,0.1328,0.9533
9100,0.1340,0.9527
9150,0.1337,0.9530
9200,0.1331,0.9535
9250,0.1329,0.9538
9300,0.1327,0.9536
9350,0.1320,0.9537
9400,0.1326,0.9538
9450,0.1328,0.9536
9500,0.1332,0.9535
9550,0.1334,0.9533
9600,0.1337,0.9532
9650,0.1336,0.9532
9700,0.1333,0.9532
9750,0.1332,0.9533
9800,0.1339,0.9529
9850,0.1338,0.9530
9900,0.1345,0.9527
9950,0.1335,0.9531
10000,0.1341,0.9529
10050,0.1338,0.9529
10100,0.1335,0.9531
10150,0.1335,0.9530
10200,0.1337,0.9530
10250,0.1341,0.9529
10300,0.1346,0.9526
10350,0.1345,0.9527
10400,0.1344,0.9528
10450,0.1344,0.9527
10500,0.1344,0.9527
10550,0.1153,0.9573
10600,0.1190,0.9570
10650,0.1141,0.9601
10700,0.1155,0.9592
10750,0.1139,0.9598
10800,0.1166,0.9590
10850,0.1147,0.9600
10900,0.1139,0.9604
10950,0.1126,0.9613
11000,0.1116,0.9622
11050,0.1106,0.9626
11100,0.1107,0.9626
11150,0.1106,0.9626
11200,0.1124,0.9619
11250,0.1115,0.9621
11300,0.1123,0.9620
11350,0.1122,0.9619
11400,0.1120,0.9618
11450,0.1108,0.9623
11500,0.1108,0.9625
11550,0.1114,0.9623
11600,0.1117,0.9622
11650,0.1113,0.9621
11700,0.1108,0.9624
11750,0.1116,0.9621
11800,0.1112,0.9623
11850,0.1118,0.9620
11900,0.1121,0.9619
11950,0.1124,0.9618
12000,0.1132,0.9615
12050,0.1133,0.9614
12100,0.1130,0.9616
12150,0.1124,0.9618
12200,0.1124,0.9618
12250,0.1124,0.9616
12300,0.1121,0.9617
12350,0.1119,0.9618
12400,0.1117,0.9619
12450,0.1113,0.9621
12500,0.1110,0.9623
12550,0.1110,0.9623
12600,0.1109,0.9623
12650,0.0759,0.9760
12700,0.0835,0.9741
12750,0.0877,0.9732
12800,0.0836,0.9741
12850,0.0889,0.9718
12900,0.0901,0.9714
12950,0.0885,0.9725
13000,0.0879,0.9729
13050,0.0888,0.9726
13100,0.0889,0.9722
13150,0.0898,0.9717
13200,0.0908,0.9714
13250,0.0889,0.9719
13300,0.0893,0.9713
13350,0.0895,0.9709
13400,0.0895,0.9709
13450,0.0893,0.9710
13500,0.0900,0.9706
13550,0.0894,0.9708
13600,0.0896,0.9709
13650,0.0903,0.9707
13700,0.0905,0.9705
13750,0.0906,0.9705
13800,0.0904,0.9706
13850,0.0910,0.9705
13900,0.0905,0.9706
13950,0.0912,0.9705
14000,0.0911,0.9707
14050,0.0918,0.9704
14100,0.0922,0.9704
14150,0.0920,0.9707
14200,0.0918,0.9708
14250,0.0920,0.9708
14300,0.0917,0.9709
14350,0.0912,0.9711
14400,0.0911,0.9710
14450,0.0911,0.9710
14500,0.0908,0.9711
14550,0.0912,0.9710
14600,0.0908,0.9711
14650,0.0906,0.9712
14700,0.0907,0.9712
14750,0.0601,0.9787
14800,0.0764,0.9748
14850,0.0747,0.9752
14900,0.0718,0.9764
14950,0.0713,0.9771
15000,0.0708,0.9771
15050,0.0721,0.9773
15100,0.0719,0.9773
15150,0.0709,0.9782
15200,0.0724,0.9774
15250,0.0740,0.9768
15300,0.0739,0.9768
15350,0.0743,0.9764
15400,0.0738,0.9767
15450,0.0736,0.9768
15500,0.0742,0.9766
15550,0.0745,0.9767
15600,0.0739,0.9769
15650,0.0739,0.9768
15700,0.0732,0.9772
15750,0.0733,0.9772
15800,0.0733,0.9773
15850,0.0740,0.9770
15900,0.0740,0.9770
15950,0.0739,0.9770
16000,0.0738,0.9772
16050,0.0736,0.9773
16100,0.0736,0.9772
16150,0.0738,0.9772
16200,0.0739,0.9772
16250,0.0733,0.9774
16300,0.0732,0.9774
16350,0.0733,0.9774
16400,0.0735,0.9773
16450,0.0735,0.9773
16500,0.0738,0.9771
16550,0.0741,0.9771
16600,0.0741,0.9771
16650,0.0741,0.9771
16700,0.0742,0.9770
16750,0.0741,0.9770
16800,0.0739,0.9771
