iteration,train_loss,train_accuracy
50,0.6905,0.5331
100,0.6907,0.5278
150,0.6906,0.5275
200,0.6858,0.5491
250,0.6692,0.5827
300,0.6297,0.6262
350,0.5928,0.6592
400,0.5601,0.6852
450,0.5336,0.7061
500,0.5139,0.7220
550,0.4960,0.7360
600,0.4799,0.7480
650,0.4655,0.7585
700,0.4542,0.7667
750,0.4407,0.7758
800,0.4310,0.7825
850,0.4239,0.7876
900,0.4177,0.7917
950,0.4095,0.7969
1000,0.4028,0.8016
1050,0.3961,0.8060
1100,0.3911,0.8091
1150,0.3858,0.8125
1200,0.3798,0.8164
1250,0.3744,0.8197
1300,0.3691,0.8230
1350,0.3646,0.8262
1400,0.3599,0.8292
1450,0.3558,0.8316
1500,0.3517,0.8341
1550,0.3482,0.8363
1600,0.3452,0.8380
1650,0.3418,0.8401
1700,0.3383,0.8424
1750,0.3354,0.8443
1800,0.3315,0.8466
1850,0.3281,0.8486
1900,0.3254,0.8502
1950,0.3226,0.8517
2000,0.3203,0.8532
2050,0.3174,0.8549
2100,0.3149,0.8565
2150,0.1751,0.9361
2200,0.1771,0.9346
2250,0.1825,0.9324
2300,0.1806,0.9330
2350,0.1819,0.9318
2400,0.1798,0.9331
2450,0.1810,0.9326
2500,0.1792,0.9332
2550,0.1795,0.9329
2600,0.1792,0.9337
2650,0.1796,0.9338
2700,0.1796,0.9340
2750,0.1775,0.9347
2800,0.1788,0.9338
2850,0.1796,0.9332
2900,0.1785,0.9336
2950,0.1771,0.9346
3000,0.1768,0.9349
3050,0.1775,0.9347
3100,0.1785,0.9345
3150,0.1786,0.9346
3200,0.1784,0.9345
3250,0.1785,0.9345
3300,0.1786,0.9345
3350,0.1783,0.9345
3400,0.1772,0.9349
3450,0.1766,0.9353
3500,0.1761,0.9356
3550,0.1759,0.9355
3600,0.1758,0.9356
3650,0.1758,0.9358
3700,0.1760,0.9356
3750,0.1762,0.9357
3800,0.1756,0.9357
3850,0.1749,0.9361
3900,0.1747,0.9361
3950,0.1751,0.9360
4000,0.1750,0.9361
4050,0.1752,0.9363
4100,0.1754,0.9361
4150,0.1749,0.9363
4200,0.1749,0.9363
4250,0.1419,0.9561
4300,0.1365,0.9535
4350,0.1315,0.9538
4400,0.1335,0.9530
4450,0.1327,0.9545
4500,0.1306,0.9554
4550,0.1317,0.9551
4600,0.1315,0.9551
4650,0.1322,0.9547
4700,0.1318,0.9548
4750,0.1306,0.9553
4800,0.1310,0.9551
4850,0.1308,0.9552
4900,0.1303,0.9552
4950,0.1290,0.9559
5000,0.1291,0.9562
5050,0.1291,0.9562
5100,0.1296,0.9560
5150,0.1287,0.9564
5200,0.1294,0.9561
5250,0.1293,0.9560
5300,0.1298,0.9559
5350,0.1300,0.9556
5400,0.1303,0.9557
5450,0.1304,0.9556
5500,0.1307,0.9557
5550,0.1306,0.9557
5600,0.1307,0.9558
5650,0.1303,0.9558
5700,0.1307,0.9557
5750,0.1303,0.9559
5800,0.1310,0.9555
5850,0.1317,0.9551
5900,0.1315,0.9552
5950,0.1316,0.9552
6000,0.1318,0.9552
6050,0.1316,0.9554
6100,0.1321,0.9552
6150,0.1319,0.9553
6200,0.1315,0.9556
6250,0.1319,0.9555
6300,0.1317,0.9555
6350,0.1000,0.9696
6400,0.1020,0.9680
6450,0.1073,0.9644
6500,0.1086,0.9644
6550,0.1055,0.9659
6600,0.1005,0.9681
6650,0.1000,0.9678
6700,0.1009,0.9674
6750,0.1005,0.9674
6800,0.0994,0.9680
6850,0.0991,0.9681
6900,0.1007,0.9675
6950,0.1011,0.9672
7000,0.1019,0.9670
7050,0.1025,0.9671
7100,0.1026,0.9670
7150,0.1030,0.9667
7200,0.1034,0.9665
7250,0.1038,0.9663
7300,0.1043,0.9662
7350,0.1038,0.9664
7400,0.1042,0.9663
7450,0.1045,0.9662
7500,0.1045,0.9661
7550,0.1050,0.9659
7600,0.1051,0.9658
7650,0.1056,0.9655
7700,0.1057,0.9655
7750,0.1057,0.9654
7800,0.1062,0.9653
7850,0.1063,0.9652
7900,0.1064,0.9651
7950,0.1063,0.9651
8000,0.1071,0.9649
8050,0.1072,0.9648
8100,0.1073,0.9648
8150,0.1076,0.9648
8200,0.1072,0.9649
8250,0.1071,0.9649
8300,0.1073,0.9650
8350,0.1074,0.9650
8400,0.1073,0.9650
8450,0.0876,0.9724
8500,0.0849,0.9747
8550,0.0868,0.9729
8600,0.0865,0.9730
8650,0.0845,0.9741
8700,0.0831,0.9747
8750,0.0829,0.9746
8800,0.0833,0.9744
8850,0.0830,0.9741
8900,0.0827,0.9744
8950,0.0813,0.9747
9000,0.0821,0.9744
9050,0.0830,0.9743
9100,0.0834,0.9743
9150,0.0837,0.9741
9200,0.0836,0.9742
9250,0.0838,0.9741
9300,0.0830,0.9743
9350,0.0826,0.9745
9400,0.0836,0.9741
9450,0.0835,0.9743
9500,0.0829,0.9744
9550,0.0831,0.9742
9600,0.0834,0.9741
9650,0.0838,0.9739
9700,0.0840,0.9739
9750,0.0846,0.9737
9800,0.0851,0.9736
9850,0.0862,0.9732
9900,0.0860,0.9733
9950,0.0863,0.9731
10000,0.0874,0.9727
10050,0.0873,0.9727
10100,0.0876,0.9725
10150,0.0879,0.9725
10200,0.0882,0.9726
10250,0.0878,0.9726
