iteration,train_loss,train_accuracy
50,0.6922,0.5325
100,0.6921,0.5162
150,0.6911,0.5273
200,0.6892,0.5356
250,0.6817,0.5487
300,0.6573,0.5856
350,0.6203,0.6224
400,0.5902,0.6506
450,0.5653,0.6730
500,0.5419,0.6918
550,0.5203,0.7082
600,0.5048,0.7208
650,0.4911,0.7325
700,0.4769,0.7433
750,0.4643,0.7527
800,0.4539,0.7606
850,0.4451,0.7669
900,0.4360,0.7736
950,0.4287,0.7793
1000,0.4218,0.7839
1050,0.4153,0.7888
1100,0.4092,0.7930
1150,0.4030,0.7973
1200,0.3958,0.8023
1250,0.3904,0.8060
1300,0.3843,0.8098
1350,0.3795,0.8129
1400,0.3748,0.8163
1450,0.3706,0.8190
1500,0.3660,0.8220
1550,0.3616,0.8247
1600,0.3575,0.8275
1650,0.3539,0.8299
1700,0.3507,0.8322
1750,0.3481,0.8341
1800,0.3441,0.8364
1850,0.3408,0.8385
1900,0.3377,0.8404
1950,0.3351,0.8422
2000,0.3328,0.8436
2050,0.3299,0.8455
2100,0.3275,0.8470
2150,0.1986,0.9273
2200,0.1901,0.9271
2250,0.1908,0.9281
2300,0.1866,0.9295
2350,0.1880,0.9296
2400,0.1904,0.9278
2450,0.1884,0.9293
2500,0.1908,0.9280
2550,0.1897,0.9284
2600,0.1875,0.9295
2650,0.1876,0.9293
2700,0.1868,0.9298
2750,0.1860,0.9301
2800,0.1869,0.9294
2850,0.1865,0.9299
2900,0.1864,0.9300
2950,0.1852,0.9304
3000,0.1847,0.9304
3050,0.1850,0.9303
3100,0.1845,0.9308
3150,0.1840,0.9310
3200,0.1838,0.9313
3250,0.1837,0.9313
3300,0.1824,0.9319
3350,0.1818,0.9324
3400,0.1820,0.9322
3450,0.1814,0.9325
3500,0.1816,0.9323
3550,0.1815,0.9325
3600,0.1808,0.9328
3650,0.1801,0.9331
3700,0.1804,0.9330
3750,0.1801,0.9331
3800,0.1805,0.9328
3850,0.1808,0.9329
3900,0.1802,0.9333
3950,0.1796,0.9335
4000,0.1795,0.9337
4050,0.1793,0.9338
4100,0.1792,0.9339
4150,0.1787,0.9340
4200,0.1788,0.9341
4250,0.1075,0.9673
4300,0.1215,0.9609
4350,0.1301,0.9564
4400,0.1297,0.9561
4450,0.1285,0.9556
4500,0.1293,0.9545
4550,0.1288,0.9550
4600,0.1297,0.9547
4650,0.1303,0.9543
4700,0.1291,0.9541
4750,0.1269,0.9550
4800,0.1267,0.9555
4850,0.1262,0.9556
4900,0.1276,0.9552
4950,0.1290,0.9549
5000,0.1288,0.9551
5050,0.1266,0.9560
5100,0.1272,0.9559
5150,0.1274,0.9558
5200,0.1274,0.9557
5250,0.1272,0.9557
5300,0.1277,0.9555
5350,0.1281,0.9555
5400,0.1280,0.9554
5450,0.1288,0.9551
5500,0.1293,0.9548
5550,0.1298,0.9545
5600,0.1302,0.9542
5650,0.1300,0.9544
5700,0.1296,0.9545
5750,0.1299,0.9543
5800,0.1303,0.9541
5850,0.1307,0.9539
5900,0.1314,0.9537
5950,0.1315,0.9538
6000,0.1315,0.9539
6050,0.1315,0.9540
6100,0.1318,0.9538
6150,0.1314,0.9541
6200,0.1319,0.9539
6250,0.1317,0.9540
6300,0.1317,0.9540
6350,0.1170,0.9597
6400,0.1084,0.9613
6450,0.1048,0.9629
6500,0.1029,0.9634
6550,0.1017,0.9648
6600,0.1037,0.9644
6650,0.1031,0.9652
6700,0.0999,0.9667
6750,0.0995,0.9668
6800,0.0996,0.9665
6850,0.1015,0.9660
6900,0.1008,0.9668
6950,0.1011,0.9670
7000,0.1006,0.9670
7050,0.1019,0.9666
7100,0.1019,0.9664
7150,0.1031,0.9660
7200,0.1015,0.9667
7250,0.1015,0.9666
7300,0.1017,0.9665
7350,0.1014,0.9667
7400,0.1027,0.9663
7450,0.1034,0.9659
7500,0.1038,0.9656
7550,0.1042,0.9656
7600,0.1047,0.9653
7650,0.1050,0.9651
7700,0.1048,0.9651
7750,0.1049,0.9651
7800,0.1051,0.9651
7850,0.1054,0.9648
7900,0.1050,0.9650
7950,0.1047,0.9651
8000,0.1047,0.9651
8050,0.1049,0.9651
8100,0.1046,0.9653
8150,0.1048,0.9653
8200,0.1054,0.9651
8250,0.1057,0.9651
8300,0.1060,0.9649
8350,0.1065,0.9647
8400,0.1063,0.9648
8450,0.0929,0.9706
8500,0.0857,0.9717
8550,0.0880,0.9706
8600,0.0921,0.9704
8650,0.0901,0.9717
8700,0.0910,0.9707
8750,0.0898,0.9708
8800,0.0902,0.9705
8850,0.0882,0.9716
8900,0.0869,0.9718
8950,0.0859,0.9720
9000,0.0863,0.9718
9050,0.0861,0.9720
9100,0.0871,0.9715
9150,0.0868,0.9716
9200,0.0880,0.9715
9250,0.0882,0.9714
9300,0.0889,0.9711
9350,0.0891,0.9711
9400,0.0890,0.9713
9450,0.0893,0.9713
9500,0.0886,0.9716
9550,0.0886,0.9715
9600,0.0880,0.9718
9650,0.0880,0.9716
9700,0.0882,0.9715
9750,0.0883,0.9716
9800,0.0885,0.9717
9850,0.0883,0.9718
9900,0.0881,0.9718
9950,0.0880,0.9718
10000,0.0877,0.9719
10050,0.0877,0.9720
10100,0.0877,0.9721
10150,0.0877,0.9719
10200,0.0876,0.9719
10250,0.0873,0.9719
10300,0.0878,0.9717
10350,0.0880,0.9716
10400,0.0881,0.9716
10450,0.0876,0.9717
10500,0.0875,0.9717
10550,0.0688,0.9823
10600,0.0729,0.9801
10650,0.0741,0.9776
10700,0.0699,0.9788
10750,0.0697,0.9788
10800,0.0694,0.9786
10850,0.0702,0.9782
10900,0.0690,0.9780
10950,0.0691,0.9784
11000,0.0708,0.9775
11050,0.0703,0.9775
11100,0.0712,0.9772
11150,0.0706,0.9774
11200,0.0708,0.9774
11250,0.0723,0.9769
11300,0.0722,0.9770
11350,0.0723,0.9770
11400,0.0720,0.9772
11450,0.0726,0.9770
11500,0.0732,0.9769
11550,0.0733,0.9769
11600,0.0737,0.9768
11650,0.0738,0.9768
11700,0.0735,0.9770
11750,0.0733,0.9770
11800,0.0730,0.9771
11850,0.0734,0.9771
11900,0.0737,0.9769
11950,0.0740,0.9769
12000,0.0743,0.9767
12050,0.0745,0.9766
12100,0.0746,0.9765
12150,0.0750,0.9763
12200,0.0749,0.9765
12250,0.0750,0.9766
12300,0.0748,0.9766
12350,0.0748,0.9767
12400,0.0750,0.9766
12450,0.0752,0.9766
12500,0.0751,0.9767
12550,0.0752,0.9767
12600,0.0753,0.9766
12650,0.0571,0.9796
12700,0.0633,0.9815
12750,0.0667,0.9797
12800,0.0612,0.9817
12850,0.0619,0.9816
12900,0.0617,0.9812
12950,0.0624,0.9809
13000,0.0629,0.9807
13050,0.0625,0.9808
13100,0.0623,0.9806
13150,0.0610,0.9812
13200,0.0608,0.9814
13250,0.0615,0.9813
13300,0.0623,0.9810
13350,0.0629,0.9806
13400,0.0629,0.9804
13450,0.0631,0.9805
13500,0.0627,0.9808
13550,0.0625,0.9808
13600,0.0626,0.9808
13650,0.0632,0.9806
13700,0.0636,0.9804
13750,0.0632,0.9805
13800,0.0636,0.9805
13850,0.0631,0.9807
13900,0.0632,0.9806
13950,0.0633,0.9806
14000,0.0629,0.9808
14050,0.0624,0.9810
14100,0.0624,0.9810
14150,0.0628,0.9809
14200,0.0626,0.9810
14250,0.0633,0.9807
14300,0.0634,0.9806
14350,0.0632,0.9806
14400,0.0634,0.9806
14450,0.0636,0.9805
14500,0.0637,0.9806
14550,0.0637,0.9805
14600,0.0637,0.9805
14650,0.0640,0.9804
14700,0.0640,0.9804
14750,0.0481,0.9872
14800,0.0504,0.9870
14850,0.0548,0.9849
14900,0.0513,0.9860
14950,0.0523,0.9855
15000,0.0540,0.9849
15050,0.0547,0.9846
15100,0.0548,0.9845
15150,0.0554,0.9843
15200,0.0554,0.9839
15250,0.0549,0.9841
15300,0.0549,0.9842
15350,0.0550,0.9840
15400,0.0549,0.9840
15450,0.0558,0.9836
15500,0.0559,0.9836
15550,0.0558,0.9837
15600,0.0563,0.9834
15650,0.0560,0.9833
15700,0.0561,0.9833
15750,0.0561,0.9832
15800,0.0559,0.9832
15850,0.0568,0.9830
15900,0.0570,0.9830
15950,0.0579,0.9826
16000,0.0579,0.9827
16050,0.0575,0.9829
16100,0.0576,0.9829
16150,0.0574,0.9829
16200,0.0576,0.9829
16250,0.0574,0.9829
16300,0.0575,0.9828
16350,0.0575,0.9828
16400,0.0572,0.9829
16450,0.0573,0.9829
16500,0.0573,0.9829
16550,0.0576,0.9827
16600,0.0575,0.9827
16650,0.0575,0.9826
16700,0.0572,0.9827
16750,0.0574,0.9826
16800,0.0574,0.9827
