iteration,train_loss,train_accuracy
50,0.6962,0.4806
100,0.6957,0.4906
150,0.6945,0.4963
200,0.6935,0.5012
250,0.6909,0.5164
300,0.6707,0.5509
350,0.6319,0.5919
400,0.5971,0.6255
450,0.5677,0.6523
500,0.5417,0.6743
550,0.5191,0.6937
600,0.5009,0.7092
650,0.4849,0.7225
700,0.4720,0.7332
750,0.4605,0.7423
800,0.4493,0.7517
850,0.4406,0.7589
900,0.4315,0.7662
950,0.4233,0.7728
1000,0.4169,0.7782
1050,0.4089,0.7841
1100,0.4023,0.7887
1150,0.3958,0.7934
1200,0.3902,0.7976
1250,0.3839,0.8020
1300,0.3781,0.8060
1350,0.3730,0.8098
1400,0.3684,0.8133
1450,0.3641,0.8164
1500,0.3606,0.8192
1550,0.3574,0.8218
1600,0.3543,0.8242
1650,0.3504,0.8268
1700,0.3472,0.8288
1750,0.3447,0.8307
1800,0.3417,0.8329
1850,0.3384,0.8350
1900,0.3358,0.8369
1950,0.3335,0.8386
2000,0.3306,0.8405
2050,0.3276,0.8425
2100,0.3243,0.8446
2150,0.2125,0.9178
2200,0.1906,0.9287
2250,0.1857,0.9315
2300,0.1824,0.9340
2350,0.1812,0.9350
2400,0.1833,0.9340
2450,0.1866,0.9334
2500,0.1845,0.9335
2550,0.1876,0.9314
2600,0.1866,0.9318
2650,0.1881,0.9309
2700,0.1876,0.9313
2750,0.1860,0.9318
2800,0.1858,0.9321
2850,0.1862,0.9316
2900,0.1869,0.9311
2950,0.1869,0.9309
3000,0.1856,0.9316
3050,0.1849,0.9316
3100,0.1851,0.9315
3150,0.1839,0.9318
3200,0.1837,0.9319
3250,0.1835,0.9319
3300,0.1827,0.9324
3350,0.1822,0.9326
3400,0.1820,0.9327
3450,0.1817,0.9329
3500,0.1820,0.9329
3550,0.1822,0.9328
3600,0.1818,0.9328
3650,0.1821,0.9326
3700,0.1821,0.9326
3750,0.1816,0.9328
3800,0.1812,0.9329
3850,0.1808,0.9332
3900,0.1801,0.9336
3950,0.1797,0.9337
4000,0.1792,0.9340
4050,0.1782,0.9344
4100,0.1777,0.9346
4150,0.1774,0.9347
4200,0.1769,0.9350
4250,0.1490,0.9479
4300,0.1380,0.9514
4350,0.1331,0.9542
4400,0.1346,0.9538
4450,0.1353,0.9531
4500,0.1321,0.9542
4550,0.1325,0.9540
4600,0.1303,0.9550
4650,0.1320,0.9545
4700,0.1340,0.9530
4750,0.1340,0.9534
4800,0.1339,0.9532
4850,0.1349,0.9533
4900,0.1354,0.9530
4950,0.1349,0.9534
5000,0.1340,0.9538
5050,0.1331,0.9543
5100,0.1330,0.9542
5150,0.1320,0.9544
5200,0.1331,0.9538
5250,0.1340,0.9535
5300,0.1337,0.9537
5350,0.1326,0.9541
5400,0.1331,0.9538
5450,0.1330,0.9540
5500,0.1326,0.9544
5550,0.1329,0.9542
5600,0.1330,0.9541
5650,0.1328,0.9541
5700,0.1332,0.9540
5750,0.1334,0.9538
5800,0.1328,0.9541
5850,0.1329,0.9540
5900,0.1332,0.9538
5950,0.1333,0.9537
6000,0.1332,0.9537
6050,0.1330,0.9538
6100,0.1333,0.9537
6150,0.1335,0.9537
6200,0.1333,0.9538
6250,0.1333,0.9538
6300,0.1336,0.9537
6350,0.1015,0.9655
6400,0.1097,0.9634
6450,0.0982,0.9688
6500,0.1005,0.9671
6550,0.0997,0.9681
6600,0.1026,0.9672
6650,0.1026,0.9666
6700,0.1023,0.9667
6750,0.1017,0.9670
6800,0.1032,0.9662
6850,0.1039,0.9664
6900,0.1058,0.9656
6950,0.1044,0.9663
7000,0.1056,0.9659
7050,0.1054,0.9657
7100,0.1061,0.9656
7150,0.1060,0.9654
7200,0.1065,0.9653
7250,0.1061,0.9654
7300,0.1060,0.9653
7350,0.1069,0.9648
7400,0.1064,0.9649
7450,0.1062,0.9650
7500,0.1068,0.9646
7550,0.1072,0.9646
7600,0.1078,0.9643
7650,0.1079,0.9642
7700,0.1088,0.9639
7750,0.1086,0.9639
7800,0.1084,0.9639
7850,0.1090,0.9637
7900,0.1090,0.9637
7950,0.1089,0.9638
8000,0.1083,0.9640
8050,0.1081,0.9639
8100,0.1081,0.9640
8150,0.1087,0.9637
8200,0.1087,0.9637
8250,0.1088,0.9637
8300,0.1091,0.9635
8350,0.1093,0.9635
8400,0.1094,0.9633
8450,0.1194,0.9623
8500,0.0984,0.9691
8550,0.0954,0.9699
8600,0.0899,0.9720
8650,0.0864,0.9724
8700,0.0855,0.9728
8750,0.0848,0.9734
8800,0.0849,0.9732
8850,0.0854,0.9736
8900,0.0858,0.9734
8950,0.0868,0.9727
9000,0.0869,0.9728
9050,0.0862,0.9730
9100,0.0860,0.9730
9150,0.0865,0.9727
9200,0.0869,0.9725
9250,0.0875,0.9722
9300,0.0879,0.9719
9350,0.0875,0.9719
9400,0.0877,0.9717
9450,0.0881,0.9718
9500,0.0885,0.9717
9550,0.0890,0.9716
9600,0.0891,0.9714
9650,0.0891,0.9714
9700,0.0890,0.9715
9750,0.0889,0.9714
9800,0.0892,0.9713
9850,0.0888,0.9715
9900,0.0893,0.9715
9950,0.0891,0.9716
10000,0.0893,0.9715
10050,0.0896,0.9714
10100,0.0904,0.9711
10150,0.0906,0.9711
10200,0.0909,0.9709
10250,0.0911,0.9707
10300,0.0914,0.9707
10350,0.0912,0.9707
10400,0.0909,0.9708
10450,0.0908,0.9708
10500,0.0908,0.9709
10550,0.0735,0.9812
10600,0.0738,0.9773
10650,0.0759,0.9762
10700,0.0741,0.9766
10750,0.0775,0.9750
10800,0.0767,0.9754
10850,0.0751,0.9761
10900,0.0734,0.9769
10950,0.0738,0.9769
11000,0.0735,0.9768
11050,0.0723,0.9774
11100,0.0728,0.9773
11150,0.0730,0.9774
11200,0.0734,0.9773
11250,0.0755,0.9764
11300,0.0760,0.9762
11350,0.0770,0.9758
11400,0.0776,0.9755
11450,0.0772,0.9759
11500,0.0773,0.9760
11550,0.0778,0.9758
11600,0.0787,0.9754
11650,0.0790,0.9752
11700,0.0788,0.9756
11750,0.0788,0.9756
11800,0.0784,0.9758
11850,0.0782,0.9757
11900,0.0781,0.9758
11950,0.0784,0.9757
12000,0.0784,0.9757
12050,0.0785,0.9757
12100,0.0781,0.9759
12150,0.0776,0.9760
12200,0.0774,0.9760
12250,0.0769,0.9762
12300,0.0768,0.9763
12350,0.0765,0.9765
12400,0.0766,0.9765
12450,0.0768,0.9764
12500,0.0768,0.9763
12550,0.0769,0.9762
12600,0.0768,0.9762
12650,0.0623,0.9832
12700,0.0589,0.9840
12750,0.0574,0.9834
12800,0.0567,0.9846
12850,0.0566,0.9842
12900,0.0559,0.9845
12950,0.0562,0.9844
13000,0.0579,0.9837
13050,0.0581,0.9835
13100,0.0583,0.9835
13150,0.0585,0.9834
13200,0.0588,0.9834
13250,0.0591,0.9834
13300,0.0588,0.9836
13350,0.0591,0.9836
13400,0.0601,0.9833
13450,0.0606,0.9832
13500,0.0612,0.9830
13550,0.0612,0.9829
13600,0.0618,0.9828
13650,0.0620,0.9826
13700,0.0621,0.9826
13750,0.0628,0.9823
13800,0.0630,0.9822
13850,0.0632,0.9822
13900,0.0632,0.9822
13950,0.0632,0.9821
14000,0.0634,0.9820
14050,0.0636,0.9820
14100,0.0636,0.9820
14150,0.0638,0.9819
14200,0.0638,0.9819
14250,0.0641,0.9816
14300,0.0640,0.9817
14350,0.0639,0.9818
14400,0.0642,0.9818
14450,0.0641,0.9817
14500,0.0648,0.9815
14550,0.0649,0.9815
14600,0.0647,0.9815
14650,0.0645,0.9816
14700,0.0649,0.9815
14750,0.0599,0.9830
14800,0.0643,0.9818
14850,0.0628,0.9821
14900,0.0602,0.9831
14950,0.0554,0.9854
15000,0.0568,0.9852
15050,0.0563,0.9847
15100,0.0579,0.9839
15150,0.0590,0.9833
15200,0.0582,0.9831
15250,0.0579,0.9834
15300,0.0587,0.9832
15350,0.0591,0.9832
15400,0.0594,0.9829
15450,0.0597,0.9827
15500,0.0593,0.9827
15550,0.0587,0.9828
15600,0.0593,0.9826
15650,0.0593,0.9827
15700,0.0593,0.9825
15750,0.0595,0.9823
15800,0.0597,0.9823
15850,0.0597,0.9824
15900,0.0594,0.9824
15950,0.0586,0.9827
16000,0.0580,0.9829
16050,0.0583,0.9829
16100,0.0584,0.9829
16150,0.0585,0.9829
16200,0.0590,0.9827
16250,0.0586,0.9828
16300,0.0586,0.9828
16350,0.0582,0.9830
16400,0.0583,0.9831
16450,0.0584,0.9831
16500,0.0584,0.9830
16550,0.0587,0.9829
16600,0.0586,0.9830
16650,0.0585,0.9831
16700,0.0581,0.9833
16750,0.0581,0.9833
16800,0.0581,0.9833
