iteration,train_loss,train_accuracy
50,0.7023,0.4275
100,0.7014,0.4366
150,0.6976,0.4671
200,0.6835,0.5025
250,0.6325,0.5700
300,0.5844,0.6179
350,0.5443,0.6552
400,0.5155,0.6824
450,0.4890,0.7057
500,0.4705,0.7221
550,0.4545,0.7364
600,0.4412,0.7481
650,0.4302,0.7581
700,0.4203,0.7667
750,0.4119,0.7740
800,0.4031,0.7816
850,0.3947,0.7879
900,0.3870,0.7939
950,0.3795,0.7998
1000,0.3735,0.8043
1050,0.3684,0.8084
1100,0.3628,0.8127
1150,0.3578,0.8167
1200,0.3534,0.8203
1250,0.3502,0.8233
1300,0.3469,0.8259
1350,0.3434,0.8288
1400,0.3405,0.8312
1450,0.3382,0.8332
1500,0.3351,0.8355
1550,0.3330,0.8373
1600,0.3307,0.8391
1650,0.3284,0.8409
1700,0.3266,0.8425
1750,0.3268,0.8430
1800,0.3249,0.8446
1850,0.3235,0.8457
1900,0.3214,0.8472
1950,0.3194,0.8488
2000,0.3172,0.8505
2050,0.3151,0.8519
2100,0.3131,0.8533
2150,0.2065,0.9260
2200,0.2115,0.9186
2250,0.2112,0.9182
2300,0.2069,0.9182
2350,0.2079,0.9181
2400,0.2095,0.9165
2450,0.2080,0.9184
2500,0.2100,0.9181
2550,0.2086,0.9184
2600,0.2085,0.9178
2650,0.2067,0.9183
2700,0.2084,0.9174
2750,0.2093,0.9170
2800,0.2088,0.9173
2850,0.2086,0.9178
2900,0.2078,0.9179
2950,0.2080,0.9179
3000,0.2094,0.9176
3050,0.2094,0.9181
3100,0.2096,0.9180
3150,0.2095,0.9183
3200,0.2089,0.9188
3250,0.2088,0.9191
3300,0.2087,0.9192
3350,0.2088,0.9192
3400,0.2082,0.9196
3450,0.2078,0.9198
3500,0.2074,0.9199
3550,0.2073,0.9197
3600,0.2072,0.9199
3650,0.2062,0.9203
3700,0.2061,0.9207
3750,0.2054,0.9212
3800,0.2047,0.9217
3850,0.2042,0.9217
3900,0.2044,0.9218
3950,0.2037,0.9222
4000,0.2037,0.9223
4050,0.2033,0.9224
4100,0.2029,0.9227
4150,0.2028,0.9229
4200,0.2027,0.9231
4250,0.1463,0.9494
4300,0.1483,0.9501
4350,0.1570,0.9456
4400,0.1591,0.9437
4450,0.1603,0.9433
4500,0.1596,0.9439
4550,0.1625,0.9425
4600,0.1596,0.9431
4650,0.1597,0.9427
4700,0.1592,0.9424
4750,0.1596,0.9421
4800,0.1598,0.9419
4850,0.1603,0.9416
4900,0.1584,0.9422
4950,0.1585,0.9418
5000,0.1601,0.9409
5050,0.1605,0.9407
5100,0.1591,0.9411
5150,0.1594,0.9414
5200,0.1590,0.9417
5250,0.1589,0.9419
5300,0.1597,0.9416
5350,0.1599,0.9415
5400,0.1595,0.9416
5450,0.1591,0.9418
5500,0.1596,0.9418
5550,0.1604,0.9416
5600,0.1606,0.9414
5650,0.1609,0.9412
5700,0.1601,0.9417
5750,0.1592,0.9421
5800,0.1598,0.9419
5850,0.1596,0.9419
5900,0.1591,0.9421
5950,0.1592,0.9421
6000,0.1600,0.9417
6050,0.1604,0.9416
6100,0.1605,0.9417
6150,0.1601,0.9419
6200,0.1606,0.9416
6250,0.1608,0.9416
6300,0.1608,0.9417
6350,0.1133,0.9646
6400,0.1179,0.9638
6450,0.1235,0.9597
6500,0.1197,0.9619
6550,0.1205,0.9615
6600,0.1237,0.9592
6650,0.1246,0.9591
6700,0.1256,0.9588
6750,0.1233,0.9592
6800,0.1236,0.9588
6850,0.1238,0.9588
6900,0.1239,0.9590
6950,0.1242,0.9586
7000,0.1241,0.9585
7050,0.1249,0.9582
7100,0.1262,0.9578
7150,0.1256,0.9580
7200,0.1247,0.9583
7250,0.1246,0.9583
7300,0.1256,0.9579
7350,0.1264,0.9576
7400,0.1264,0.9574
7450,0.1262,0.9574
7500,0.1266,0.9574
7550,0.1265,0.9575
7600,0.1270,0.9572
7650,0.1276,0.9570
7700,0.1268,0.9572
7750,0.1271,0.9571
7800,0.1274,0.9568
7850,0.1274,0.9569
7900,0.1274,0.9569
7950,0.1277,0.9567
8000,0.1283,0.9564
8050,0.1282,0.9566
8100,0.1286,0.9566
8150,0.1284,0.9566
8200,0.1289,0.9562
8250,0.1286,0.9564
8300,0.1286,0.9564
8350,0.1289,0.9562
8400,0.1287,0.9562
8450,0.1004,0.9614
8500,0.0889,0.9684
8550,0.0980,0.9671
8600,0.0983,0.9671
8650,0.0971,0.9674
8700,0.0968,0.9674
8750,0.0987,0.9672
8800,0.0979,0.9677
8850,0.0991,0.9669
8900,0.1007,0.9662
8950,0.1006,0.9663
9000,0.1013,0.9663
9050,0.0997,0.9667
9100,0.1005,0.9664
9150,0.1001,0.9667
9200,0.1006,0.9668
9250,0.0999,0.9667
9300,0.0997,0.9668
9350,0.1001,0.9666
9400,0.1004,0.9665
9450,0.1008,0.9666
9500,0.1006,0.9664
9550,0.1004,0.9665
9600,0.1015,0.9662
9650,0.1019,0.9659
9700,0.1029,0.9654
9750,0.1030,0.9654
9800,0.1033,0.9653
9850,0.1040,0.9649
9900,0.1041,0.9647
9950,0.1046,0.9646
10000,0.1049,0.9645
10050,0.1052,0.9645
10100,0.1053,0.9645
10150,0.1053,0.9646
10200,0.1055,0.9645
10250,0.1059,0.9644
10300,0.1062,0.9643
10350,0.1061,0.9642
10400,0.1061,0.9642
10450,0.1066,0.9640
10500,0.1065,0.9641
10550,0.0980,0.9708
10600,0.0856,0.9746
10650,0.0875,0.9750
10700,0.0819,0.9766
10750,0.0810,0.9762
10800,0.0788,0.9767
10850,0.0782,0.9765
10900,0.0783,0.9767
10950,0.0794,0.9761
11000,0.0808,0.9755
11050,0.0810,0.9754
11100,0.0807,0.9751
11150,0.0820,0.9746
11200,0.0815,0.9747
11250,0.0819,0.9744
11300,0.0824,0.9743
11350,0.0828,0.9742
11400,0.0836,0.9739
11450,0.0831,0.9740
11500,0.0827,0.9741
11550,0.0828,0.9739
11600,0.0828,0.9738
11650,0.0834,0.9735
11700,0.0829,0.9737
11750,0.0826,0.9740
11800,0.0824,0.9741
11850,0.0828,0.9740
11900,0.0831,0.9740
