iteration,train_loss,train_accuracy
50,0.6908,0.5363
100,0.6906,0.5381
150,0.6907,0.5296
200,0.6908,0.5297
250,0.6895,0.5377
300,0.6859,0.5479
350,0.6684,0.5761
400,0.6366,0.6104
450,0.6058,0.6378
500,0.5799,0.6594
550,0.5560,0.6793
600,0.5362,0.6954
650,0.5193,0.7089
700,0.5035,0.7217
750,0.4908,0.7320
800,0.4786,0.7411
850,0.4667,0.7496
900,0.4573,0.7567
950,0.4476,0.7638
1000,0.4385,0.7701
1050,0.4312,0.7752
1100,0.4252,0.7797
1150,0.4196,0.7839
1200,0.4147,0.7878
1250,0.4081,0.7922
1300,0.4028,0.7960
1350,0.3982,0.7993
1400,0.3930,0.8028
1450,0.3880,0.8062
1500,0.3831,0.8097
1550,0.3794,0.8125
1600,0.3757,0.8151
1650,0.3723,0.8174
1700,0.3687,0.8199
1750,0.3647,0.8224
1800,0.3609,0.8247
1850,0.3576,0.8269
1900,0.3545,0.8290
1950,0.3514,0.8311
2000,0.3484,0.8330
2050,0.3455,0.8348
2100,0.3430,0.8365
2150,0.2032,0.9253
2200,0.1961,0.9264
2250,0.2009,0.9251
2300,0.2019,0.9243
2350,0.1990,0.9247
2400,0.1993,0.9245
2450,0.1983,0.9257
2500,0.1972,0.9266
2550,0.1970,0.9270
2600,0.1952,0.9275
2650,0.1954,0.9270
2700,0.1948,0.9275
2750,0.1946,0.9276
2800,0.1940,0.9280
2850,0.1948,0.9277
2900,0.1934,0.9285
2950,0.1930,0.9285
3000,0.1934,0.9282
3050,0.1939,0.9279
3100,0.1941,0.9279
3150,0.1936,0.9282
3200,0.1934,0.9281
3250,0.1938,0.9280
3300,0.1927,0.9285
3350,0.1932,0.9282
3400,0.1926,0.9287
3450,0.1919,0.9290
3500,0.1906,0.9294
3550,0.1907,0.9293
3600,0.1905,0.9297
3650,0.1904,0.9297
3700,0.1905,0.9296
3750,0.1902,0.9297
3800,0.1900,0.9297
3850,0.1895,0.9299
3900,0.1893,0.9300
3950,0.1895,0.9299
4000,0.1892,0.9299
4050,0.1891,0.9301
4100,0.1885,0.9304
4150,0.1883,0.9304
4200,0.1880,0.9305
4250,0.1380,0.9583
4300,0.1413,0.9528
4350,0.1444,0.9516
4400,0.1478,0.9481
4450,0.1463,0.9489
4500,0.1485,0.9488
4550,0.1474,0.9495
4600,0.1462,0.9497
